	end	fragment lengths	included transcripts	inclusion normalized reads	normed reads	position	reads	sample
131	5p	25,26,27,28,29,30,31,32	6543.0	0.8946715512863239	5853.835960066417	31	680.0	undepleted
132	5p	25,26,27,28,29,30,31,32	6543.0	0.5969201328228297	3905.648429059775	32	500.0	undepleted
133	5p	25,26,27,28,29,30,31,32	6543.0	1.7065584277223753	11166.011792587502	33	1297.0	undepleted
134	5p	25,26,27,28,29,30,31,32	6543.0	0.8960088843006044	5862.586129978855	34	732.0	undepleted
135	5p	25,26,27,28,29,30,31,32	6543.0	0.6622574306612501	4333.150368816559	35	563.0	undepleted
136	5p	25,26,27,28,29,30,31,32	6543.0	1.684579417510822	11022.203128773308	36	1371.0	undepleted
137	5p	25,26,27,28,29,30,31,32	6543.0	0.857400693203519	5609.972735630625	37	798.0	undepleted
138	5p	25,26,27,28,29,30,31,32	6543.0	0.5690883593046991	3723.5451349306463	38	634.0	undepleted
139	5p	25,26,27,28,29,30,31,32	6543.0	1.6867634898967374	11036.493514394353	39	1451.0	undepleted
140	5p	25,26,27,28,29,30,31,32	6543.0	0.763836535836854	4997.782453980535	40	815.0	undepleted
141	5p	25,26,27,28,29,30,31,32	6543.0	0.7403433917250993	4844.066812057325	41	687.0	undepleted
142	5p	25,26,27,28,29,30,31,32	6543.0	1.5742620287877058	10300.396454357959	42	1298.0	undepleted
143	5p	25,26,27,28,29,30,31,32	6543.0	0.8557384358948049	5599.096586059709	43	719.0	undepleted
144	5p	25,26,27,28,29,30,31,32	6543.0	0.6420804052217017	4201.1320913655945	44	532.0	undepleted
145	5p	25,26,27,28,29,30,31,32	6543.0	1.5131301917506639	9900.410844624594	45	1418.0	undepleted
146	5p	25,26,27,28,29,30,31,32	6543.0	0.960634389011618	6285.430807303017	46	825.0	undepleted
147	5p	25,26,27,28,29,30,31,32	6543.0	0.8081578535409937	5287.7768357187215	47	637.0	undepleted
148	5p	25,26,27,28,29,30,31,32	6543.0	1.670842982303223	10932.325633209988	48	1523.0	undepleted
149	5p	25,26,27,28,29,30,31,32	6543.0	0.9654534030467009	6316.961616134564	49	812.0	undepleted
150	5p	25,26,27,28,29,30,31,32	6543.0	0.739245185134527	4836.88124633521	50	647.0	undepleted
151	5p	25,26,27,28,29,30,31,32	6543.0	1.6614409894024447	10870.808393660196	51	1417.0	undepleted
152	5p	25,26,27,28,29,30,31,32	6543.0	0.9777882515576176	6397.668529941492	52	724.0	undepleted
153	5p	25,26,27,28,29,30,31,32	6543.0	0.8804369610678171	5760.6990362667275	53	558.0	undepleted
154	5p	25,26,27,28,29,30,31,32	6543.0	1.624145513186927	10626.784092782063	54	1379.0	undepleted
155	5p	25,26,27,28,29,30,31,32	6543.0	0.8542422237927393	5589.306870275893	55	817.0	undepleted
156	5p	25,26,27,28,29,30,31,32	6543.0	0.7213561871997163	4719.833532847743	56	720.0	undepleted
157	5p	25,26,27,28,29,30,31,32	6543.0	1.6213531864680952	10608.513899060747	57	1268.0	undepleted
158	5p	25,26,27,28,29,30,31,32	6543.0	0.8478415063988926	5547.426976367954	58	742.0	undepleted
159	5p	25,26,27,28,29,30,31,32	6543.0	0.846154550689552	5536.389225161739	59	658.0	undepleted
160	5p	25,26,27,28,29,30,31,32	6543.0	1.7118804893723356	11200.834041963191	60	1307.0	undepleted
161	5p	25,26,27,28,29,30,31,32	6543.0	0.9596101810502196	6278.729414611586	61	720.0	undepleted
162	5p	25,26,27,28,29,30,31,32	6543.0	0.8085309900038246	5290.218267595024	62	656.0	undepleted
163	5p	25,26,27,28,29,30,31,32	6543.0	1.4238217351996454	9316.06561341128	63	1265.0	undepleted
164	5p	25,26,27,28,29,30,31,32	6543.0	1.0432446805743396	6825.949944997904	64	711.0	undepleted
165	5p	25,26,27,28,29,30,31,32	6543.0	0.7061009773099681	4620.0186945391215	65	626.0	undepleted
166	5p	25,26,27,28,29,30,31,32	6543.0	1.5282032148089788	9999.033634495148	66	1229.0	undepleted
167	5p	25,26,27,28,29,30,31,32	6543.0	0.9208861388280194	6025.358006351731	67	781.0	undepleted
168	5p	25,26,27,28,29,30,31,32	6543.0	0.8803684647257969	5760.250864700889	68	627.0	undepleted
169	5p	25,26,27,28,29,30,31,32	6543.0	1.6439137769735417	10756.127842737884	69	1396.0	undepleted
170	5p	25,26,27,28,29,30,31,32	6543.0	1.0171577992910221	6655.2634807611585	70	809.0	undepleted
171	5p	25,26,27,28,29,30,31,32	6543.0	0.9743394103445356	6375.102761884296	71	704.0	undepleted
172	5p	25,26,27,28,29,30,31,32	6543.0	1.4348295286475303	9388.089605940791	72	1393.0	undepleted
173	5p	25,26,27,28,29,30,31,32	6543.0	0.8926641496499736	5840.701531159778	73	777.0	undepleted
174	5p	25,26,27,28,29,30,31,32	6543.0	0.8129723291476596	5319.277949613137	74	648.0	undepleted
175	5p	25,26,27,28,29,30,31,32	6543.0	1.4107121998656798	9230.289923721142	75	1274.0	undepleted
176	5p	25,26,27,28,29,30,31,32	6543.0	1.0214936269499026	6683.6328011332125	76	813.0	undepleted
177	5p	25,26,27,28,29,30,31,32	6543.0	0.896596614099783	5866.43164605488	77	754.0	undepleted
178	5p	25,26,27,28,29,30,31,32	6543.0	1.685525016202804	11028.390181014945	78	1449.0	undepleted
179	5p	25,26,27,28,29,30,31,32	6543.0	0.9297651786463905	6083.453563883333	79	752.0	undepleted
180	5p	25,26,27,28,29,30,31,32	6543.0	0.8324033564203611	5446.415161058423	80	668.0	undepleted
181	5p	25,26,27,28,29,30,31,32	6543.0	1.6206106328055383	10603.655370446637	81	1439.0	undepleted
182	5p	25,26,27,28,29,30,31,32	6543.0	0.8739313401483845	5718.132758590879	82	938.0	undepleted
183	5p	25,26,27,28,29,30,31,32	6543.0	0.8200585817500963	5365.64330039088	83	767.0	undepleted
184	5p	25,26,27,28,29,30,31,32	6543.0	1.4313591636245933	9365.383007595714	84	1353.0	undepleted
185	5p	25,26,27,28,29,30,31,32	6543.0	1.0450859636776553	6837.997460342899	85	892.0	undepleted
186	5p	25,26,27,28,29,30,31,32	6543.0	0.8823732801182939	5773.368371813996	86	732.0	undepleted
187	5p	25,26,27,28,29,30,31,32	6543.0	1.4586929494029377	9544.227967943421	87	1213.0	undepleted
188	5p	25,26,27,28,29,30,31,32	6543.0	0.8852687843904725	5792.3136562668615	88	746.0	undepleted
189	5p	25,26,27,28,29,30,31,32	6543.0	0.6983660546659587	4569.409095679368	89	676.0	undepleted
190	5p	25,26,27,28,29,30,31,32	6543.0	1.5751595606298971	10306.269005201417	90	1256.0	undepleted
191	5p	25,26,27,28,29,30,31,32	6543.0	0.9257907943962772	6057.4491677348415	91	832.0	undepleted
192	5p	25,26,27,28,29,30,31,32	6543.0	0.8626950328925825	5644.6136002161675	92	732.0	undepleted
193	5p	25,26,27,28,29,30,31,32	6543.0	1.5235869284396437	9968.82927278059	93	1385.0	undepleted
194	5p	25,26,27,28,29,30,31,32	6543.0	1.1636170327822315	7613.546245494141	94	852.0	undepleted
195	5p	25,26,27,28,29,30,31,32	6543.0	0.9439260463813711	6176.108121473311	95	759.0	undepleted
196	5p	25,26,27,28,29,30,31,32	6543.0	1.7327434750185373	11337.34055704629	96	1285.0	undepleted
197	5p	25,26,27,28,29,30,31,32	6543.0	0.9530582774159843	6235.860309132785	97	700.0	undepleted
198	5p	25,26,27,28,29,30,31,32	6543.0	0.7535774237881332	4930.657083845756	98	689.0	undepleted
199	5p	25,26,27,28,29,30,31,32	6543.0	1.4199787177620449	9290.92075031706	99	1310.0	undepleted
200	5p	25,26,27,28,29,30,31,32	6543.0	0.9201360299318045	6020.450043843797	100	746.0	undepleted
201	5p	25,26,27,28,29,30,31,32	6543.0	1.0232463349517713	6695.10076958944	101	746.0	undepleted
202	5p	25,26,27,28,29,30,31,32	6543.0	1.445705101406295	9459.248478501388	102	1319.0	undepleted
203	5p	25,26,27,28,29,30,31,32	6543.0	0.9378662312467887	6136.458751047739	103	786.0	undepleted
204	5p	25,26,27,28,29,30,31,32	6543.0	0.9712455598257514	6354.859697939892	104	661.0	undepleted
205	5p	25,26,27,28,29,30,31,32	6543.0	1.5000942438203468	9815.116637316529	105	1344.0	undepleted
206	5p	25,26,27,28,29,30,31,32	6543.0	0.9861214742557703	6452.192806055506	106	782.0	undepleted
207	5p	25,26,27,28,29,30,31,32	6543.0	0.9080736550356441	5941.525924898219	107	729.0	undepleted
208	5p	25,26,27,28,29,30,31,32	6543.0	1.6028878602603174	10487.695269683256	108	1340.0	undepleted
209	5p	25,26,27,28,29,30,31,32	6543.0	0.9005838282898971	5892.519988500797	109	814.0	undepleted
210	5p	25,26,27,28,29,30,31,32	6543.0	0.8863883321283813	5799.638857115999	110	726.0	undepleted
211	5p	25,26,27,28,29,30,31,32	6543.0	1.4503316144223943	9489.519753165727	111	1316.0	undepleted
212	5p	25,26,27,28,29,30,31,32	6543.0	0.8371966329162008	5477.777569170702	112	770.0	undepleted
213	5p	25,26,27,28,29,30,31,32	6543.0	0.8534769500366135	5584.299684089562	113	668.0	undepleted
214	5p	25,26,27,28,29,30,31,32	6543.0	1.1465901066498856	7502.139067810201	114	1259.0	undepleted
215	5p	25,26,27,28,29,30,31,32	6543.0	0.9419465160869752	6163.156054757079	115	807.0	undepleted
216	5p	25,26,27,28,29,30,31,32	6543.0	0.880306311345939	5759.844195136478	116	755.0	undepleted
217	5p	25,26,27,28,29,30,31,32	6543.0	1.5150824345915956	9913.18436953281	117	1515.0	undepleted
218	5p	25,26,27,28,29,30,31,32	6543.0	1.1930180858417447	7805.917335662535	118	851.0	undepleted
219	5p	25,26,27,28,29,30,31,32	6543.0	1.0037096873586424	6567.272484387598	119	755.0	undepleted
220	5p	25,26,27,28,29,30,31,32	6543.0	1.5472600856719276	10123.722740551422	120	1349.0	undepleted
221	5p	25,26,27,28,29,30,31,32	6543.0	1.0247252058830594	6704.777022092857	121	856.0	undepleted
222	5p	25,26,27,28,29,30,31,32	6543.0	0.9261358941202534	6059.707155228818	122	751.0	undepleted
223	5p	25,26,27,28,29,30,31,32	6543.0	1.939602213260116	12690.81728136094	123	1431.0	undepleted
224	5p	25,26,27,28,29,30,31,32	6543.0	0.7678977236512158	5024.354805849905	124	862.0	undepleted
225	5p	25,26,27,28,29,30,31,32	6543.0	0.9837261760614323	6436.520369969951	125	806.0	undepleted
226	5p	25,26,27,28,29,30,31,32	6543.0	1.442135468338289	9435.892369337425	126	1195.0	undepleted
227	5p	25,26,27,28,29,30,31,32	6543.0	0.947414549650731	6198.933398364733	127	784.0	undepleted
228	5p	25,26,27,28,29,30,31,32	6543.0	0.830225917603621	5432.168178880492	128	714.0	undepleted
229	5p	25,26,27,28,29,30,31,32	6543.0	1.3287718238686597	8694.15404357264	129	1279.0	undepleted
230	5p	25,26,27,28,29,30,31,32	6543.0	1.0428224539906903	6823.187316461087	130	803.0	undepleted
231	5p	25,26,27,28,29,30,31,32	6543.0	0.8505787636089446	5565.3368502933245	131	713.0	undepleted
232	5p	25,26,27,28,29,30,31,32	6543.0	1.6421335551803744	10744.47985154519	132	1308.0	undepleted
233	5p	25,26,27,28,29,30,31,32	6543.0	0.98962510648385	6475.117071723831	133	942.0	undepleted
234	5p	25,26,27,28,29,30,31,32	6543.0	0.8650267935583871	5659.870310252527	134	763.0	undepleted
235	5p	25,26,27,28,29,30,31,32	6543.0	1.4578966253215053	9539.017619478609	135	1191.0	undepleted
236	5p	25,26,27,28,29,30,31,32	6543.0	0.8146968300153885	5330.561358790687	136	703.0	undepleted
237	5p	25,26,27,28,29,30,31,32	6543.0	0.793639190192743	5192.781221431117	137	639.0	undepleted
238	5p	25,26,27,28,29,30,31,32	6543.0	1.5497988582329774	10140.333929418372	138	1285.0	undepleted
239	5p	25,26,27,28,29,30,31,32	6543.0	0.8964726692243653	5865.6206747350225	139	721.0	undepleted
240	5p	25,26,27,28,29,30,31,32	6543.0	0.84910871936127	5555.7183507807895	140	667.0	undepleted
241	5p	25,26,27,28,29,30,31,32	6543.0	1.5184124182915892	9934.972452881868	141	1454.0	undepleted
242	5p	25,26,27,28,29,30,31,32	6543.0	0.8994558779455093	5885.139809397468	142	849.0	undepleted
243	5p	25,26,27,28,29,30,31,32	6543.0	0.8047967800392789	5265.785331797002	143	785.0	undepleted
244	5p	25,26,27,28,29,30,31,32	6543.0	1.3557451998787362	8870.640842806572	144	1354.0	undepleted
245	5p	25,26,27,28,29,30,31,32	6543.0	0.887458527777864	5806.641147250564	145	827.0	undepleted
246	5p	25,26,27,28,29,30,31,32	6543.0	0.8292226508450661	5425.603804479268	146	706.0	undepleted
247	5p	25,26,27,28,29,30,31,32	6543.0	1.6188465098302378	10592.112713819246	147	1325.0	undepleted
248	5p	25,26,27,28,29,30,31,32	6543.0	0.7961258585786655	5209.051492680208	148	788.0	undepleted
249	5p	25,26,27,28,29,30,31,32	6543.0	0.7425968929297182	4858.811470439146	149	685.0	undepleted
250	5p	25,26,27,28,29,30,31,32	6543.0	1.5815147956630409	10347.851308023277	150	1222.0	undepleted
251	5p	25,26,27,28,29,30,31,32	6543.0	0.8289773353473543	5423.998705177739	151	727.0	undepleted
252	5p	25,26,27,28,29,30,31,32	6543.0	0.7282578669360713	4764.991223362715	152	658.0	undepleted
253	5p	25,26,27,28,29,30,31,32	6543.0	1.5388679011421205	10068.812677172895	153	1286.0	undepleted
254	5p	25,26,27,28,29,30,31,32	6543.0	0.9535120578846368	6238.8293947391785	154	833.0	undepleted
255	5p	25,26,27,28,29,30,31,32	6543.0	0.9998182913972647	6541.811080612303	155	838.0	undepleted
256	5p	25,26,27,28,29,30,31,32	6543.0	1.5408605729503113	10081.850728813886	156	1514.0	undepleted
257	5p	25,26,27,28,29,30,31,32	6543.0	0.8687897135421873	5684.491095706531	157	812.0	undepleted
258	5p	25,26,27,28,29,30,31,32	6543.0	0.7948227290264342	5200.52511601996	158	743.0	undepleted
259	5p	25,26,27,28,29,30,31,32	6543.0	1.4118349441724543	9237.636039720368	159	1400.0	undepleted
260	5p	25,26,27,28,29,30,31,32	6543.0	1.0604835249876234	6938.7437039940205	160	872.0	undepleted
261	5p	25,26,27,28,29,30,31,32	6543.0	0.8245934369805653	5395.314858163839	161	710.0	undepleted
262	5p	25,26,27,28,29,30,31,32	6543.0	1.5485741825485089	10132.320876414893	162	1339.0	undepleted
263	5p	25,26,27,28,29,30,31,32	6543.0	1.0108746439788505	6614.1527955536185	163	781.0	undepleted
264	5p	25,26,27,28,29,30,31,32	6543.0	0.9406399939457732	6154.607480387194	164	791.0	undepleted
265	5p	25,26,27,28,29,30,31,32	6543.0	1.310438565060264	8574.199531189306	165	1444.0	undepleted
266	5p	25,26,27,28,29,30,31,32	6543.0	0.8337322833326342	5455.110329845425	166	808.0	undepleted
267	5p	25,26,27,28,29,30,31,32	6543.0	0.914538178074934	5983.823299144293	167	742.0	undepleted
268	5p	25,26,27,28,29,30,31,32	6543.0	1.504778081806286	9845.762989258528	168	1300.0	undepleted
269	5p	25,26,27,28,29,30,31,32	6543.0	0.9743695169989097	6375.299749723867	169	822.0	undepleted
270	5p	25,26,27,28,29,30,31,32	6543.0	0.7441371770755224	4868.889549605143	170	682.0	undepleted
271	5p	25,26,27,28,29,30,31,32	6543.0	1.5547492479520373	10172.72432935018	171	1246.0	undepleted
272	5p	25,26,27,28,29,30,31,32	6543.0	0.8563447206426402	5603.063507164795	172	713.0	undepleted
273	5p	25,26,27,28,29,30,31,32	6543.0	0.9289124710385305	6077.874298005105	173	682.0	undepleted
274	5p	25,26,27,28,29,30,31,32	6543.0	1.295564669026434	8476.879629439958	174	1162.0	undepleted
275	5p	25,26,27,28,29,30,31,32	6543.0	1.0273820727222114	6722.160901821429	175	778.0	undepleted
276	5p	25,26,27,28,29,30,31,32	6543.0	0.8234778515474712	5388.015582675104	176	652.0	undepleted
277	5p	25,26,27,28,29,30,31,32	6543.0	1.3848862035116767	9061.3104295769	177	1191.0	undepleted
278	5p	25,26,27,28,29,30,31,32	6543.0	0.889879402909857	5822.480933239194	178	821.0	undepleted
279	5p	25,26,27,28,29,30,31,32	6543.0	0.9597656582503438	6279.746701931999	179	717.0	undepleted
280	5p	25,26,27,28,29,30,31,32	6543.0	1.4419733661102219	9434.831734459181	180	1245.0	undepleted
281	5p	25,26,27,28,29,30,31,32	6543.0	0.9032475532272228	5909.948740765719	181	698.0	undepleted
282	5p	25,26,27,28,29,30,31,32	6543.0	0.7816068284371441	5114.053478464234	182	660.0	undepleted
283	5p	25,26,27,28,29,30,31,32	6543.0	1.4350677258000244	9389.64812990956	183	1214.0	undepleted
284	5p	25,26,27,28,29,30,31,32	6543.0	0.7885365382558422	5159.394569807976	184	772.0	undepleted
285	5p	25,26,27,28,29,30,31,32	6543.0	0.8207032432656922	5369.861320687424	185	726.0	undepleted
286	5p	25,26,27,28,29,30,31,32	6543.0	1.2578627172037598	8230.1957586642	186	1218.0	undepleted
287	5p	25,26,27,28,29,30,31,32	6543.0	0.8826935209149671	5775.46370734663	187	716.0	undepleted
288	5p	25,26,27,28,29,30,31,32	6543.0	0.7796120003859702	5101.001318525403	188	686.0	undepleted
289	5p	25,26,27,28,29,30,31,32	6543.0	1.3344444678806493	8731.270153343088	189	1340.0	undepleted
290	5p	25,26,27,28,29,30,31,32	6543.0	0.9006382544642395	5892.876098959519	190	749.0	undepleted
291	5p	25,26,27,28,29,30,31,32	6543.0	0.7102932947839977	4647.449027771697	191	672.0	undepleted
292	5p	25,26,27,28,29,30,31,32	6543.0	1.472850659251103	9636.861863479968	192	1379.0	undepleted
293	5p	25,26,27,28,29,30,31,32	6543.0	0.9346353476711747	6115.319079812496	193	866.0	undepleted
294	5p	25,26,27,28,29,30,31,32	6543.0	0.8780930307235607	5745.362700024258	194	775.0	undepleted
295	5p	25,26,27,28,29,30,31,32	6543.0	1.4033906773019311	9182.385201586536	195	1292.0	undepleted
296	5p	25,26,27,28,29,30,31,32	6543.0	0.7228091996334362	4729.340593201573	196	785.0	undepleted
297	5p	25,26,27,28,29,30,31,32	6543.0	0.8080417670011181	5287.017281488315	197	685.0	undepleted
298	5p	25,26,27,28,29,30,31,32	6543.0	1.341213228750493	8775.558155714476	198	1207.0	undepleted
299	5p	25,26,27,28,29,30,31,32	6543.0	0.7709103392008415	5044.066349391106	199	780.0	undepleted
300	5p	25,26,27,28,29,30,31,32	6543.0	0.7952399141015714	5203.254757966582	200	684.0	undepleted
0	3p	25,26,27,28,29,30,31,32	5045.625	0.6955487555657468	3509.478189801421	-100	144.0	undepleted
1	3p	25,26,27,28,29,30,31,32	5062.5	0.5701748053402439	2886.509952034985	-99	143.0	undepleted
2	3p	25,26,27,28,29,30,31,32	5080.5	0.5890444097244483	2992.6401236050597	-98	133.0	undepleted
3	3p	25,26,27,28,29,30,31,32	5099.25	0.3705073739633095	1889.309726682406	-97	131.0	undepleted
4	3p	25,26,27,28,29,30,31,32	5119.0	0.5664800064666414	2899.8111531027375	-96	170.0	undepleted
5	3p	25,26,27,28,29,30,31,32	5139.5	0.7127229639435911	3663.0396731880865	-95	204.0	undepleted
6	3p	25,26,27,28,29,30,31,32	5161.5	0.6034988055728467	3114.959084964248	-94	155.0	undepleted
7	3p	25,26,27,28,29,30,31,32	5185.125	0.7955627992191292	4125.092559301087	-93	174.0	undepleted
8	3p	25,26,27,28,29,30,31,32	5208.25	0.5634616479508747	2934.649127940143	-92	168.0	undepleted
9	3p	25,26,27,28,29,30,31,32	5230.0	0.6887132365516371	3601.9702271650617	-91	134.0	undepleted
10	3p	25,26,27,28,29,30,31,32	5253.875	0.5699961748404889	2994.688653090074	-90	172.0	undepleted
11	3p	25,26,27,28,29,30,31,32	5277.875	0.7406674537500166	3909.150237460869	-89	180.0	undepleted
12	3p	25,26,27,28,29,30,31,32	5301.5	0.6867881856978365	3641.00756647708	-88	218.0	undepleted
13	3p	25,26,27,28,29,30,31,32	5323.25	0.6760255743169976	3598.6531384829573	-87	188.0	undepleted
14	3p	25,26,27,28,29,30,31,32	5344.375	0.5363744405296643	2866.586150605725	-86	176.0	undepleted
15	3p	25,26,27,28,29,30,31,32	5366.125	0.6426487646851172	3448.5336023959244	-85	200.0	undepleted
16	3p	25,26,27,28,29,30,31,32	5388.875	0.6482934299877228	3493.5722575250893	-84	249.0	undepleted
17	3p	25,26,27,28,29,30,31,32	5411.375	0.5481082401556474	2966.0192280722667	-83	229.0	undepleted
18	3p	25,26,27,28,29,30,31,32	5433.0	0.7829257886623778	4253.6358098026985	-82	265.0	undepleted
19	3p	25,26,27,28,29,30,31,32	5454.625	0.6933384354697502	3781.901163574186	-81	195.0	undepleted
20	3p	25,26,27,28,29,30,31,32	5476.125	0.7321990642853672	4009.6136009097063	-80	202.0	undepleted
21	3p	25,26,27,28,29,30,31,32	5500.25	0.6857955456327531	3772.0469498665507	-79	242.0	undepleted
22	3p	25,26,27,28,29,30,31,32	5522.375	0.7720820577281073	4263.726653546257	-78	249.0	undepleted
23	3p	25,26,27,28,29,30,31,32	5545.125	0.5120365671406822	2839.3067693659755	-77	177.0	undepleted
24	3p	25,26,27,28,29,30,31,32	5565.5	0.6189582614514042	3444.81220410779	-76	195.0	undepleted
25	3p	25,26,27,28,29,30,31,32	5587.125	0.6690015174814016	3737.795103358276	-75	205.0	undepleted
26	3p	25,26,27,28,29,30,31,32	5607.625	0.5799469682611224	3252.125117895276	-74	198.0	undepleted
27	3p	25,26,27,28,29,30,31,32	5629.125	0.6465877639246185	3639.723346602168	-73	267.0	undepleted
28	3p	25,26,27,28,29,30,31,32	5649.25	0.6379720533423533	3604.0636223442893	-72	280.0	undepleted
29	3p	25,26,27,28,29,30,31,32	5670.25	0.6965647378803556	3949.696204966086	-71	207.0	undepleted
30	3p	25,26,27,28,29,30,31,32	5689.25	0.6770266976997023	3851.774139888031	-70	277.0	undepleted
31	3p	25,26,27,28,29,30,31,32	5708.0	0.5744008379310187	3278.6799829102547	-69	243.0	undepleted
32	3p	25,26,27,28,29,30,31,32	5726.5	0.543764703507984	3113.8685746384704	-68	259.0	undepleted
33	3p	25,26,27,28,29,30,31,32	5743.75	0.5559085687012189	3192.9998414776255	-67	237.0	undepleted
34	3p	25,26,27,28,29,30,31,32	5761.625	0.7201085476873896	4148.995411069356	-66	257.0	undepleted
35	3p	25,26,27,28,29,30,31,32	5778.875	0.7019734700618543	4056.616936803698	-65	241.0	undepleted
36	3p	25,26,27,28,29,30,31,32	5795.125	0.592523870796207	3433.749896747869	-64	233.0	undepleted
37	3p	25,26,27,28,29,30,31,32	5812.625	0.6822442587209501	3965.6300343478624	-63	288.0	undepleted
38	3p	25,26,27,28,29,30,31,32	5828.375	0.4675180110963905	2724.870287923925	-62	323.0	undepleted
39	3p	25,26,27,28,29,30,31,32	5844.75	0.6664335621817555	3895.1375625618157	-61	259.0	undepleted
40	3p	25,26,27,28,29,30,31,32	5861.125	0.6823132454435866	3999.123220700542	-60	264.0	undepleted
41	3p	25,26,27,28,29,30,31,32	5879.125	0.682929582502921	4015.0283817324857	-59	297.0	undepleted
42	3p	25,26,27,28,29,30,31,32	5895.875	0.6731195175552849	3968.6285355662653	-58	280.0	undepleted
43	3p	25,26,27,28,29,30,31,32	5914.625	0.5890835653195811	3484.208382528327	-57	274.0	undepleted
44	3p	25,26,27,28,29,30,31,32	5933.875	0.5889094378109052	3494.5149902901853	-56	249.0	undepleted
45	3p	25,26,27,28,29,30,31,32	5952.5	0.7176433596536463	4271.77209833833	-55	259.0	undepleted
46	3p	25,26,27,28,29,30,31,32	5970.75	0.4098146636150939	2446.900902779822	-54	261.0	undepleted
47	3p	25,26,27,28,29,30,31,32	5989.5	0.7103571325701802	4254.684045529094	-53	278.0	undepleted
48	3p	25,26,27,28,29,30,31,32	6007.5	0.7437846375371078	4468.286210004175	-52	309.0	undepleted
49	3p	25,26,27,28,29,30,31,32	6022.75	0.6150164330912252	3704.090222400177	-51	267.0	undepleted
50	3p	25,26,27,28,29,30,31,32	6038.875	0.6864201913230905	4145.2057328762285	-50	345.0	undepleted
51	3p	25,26,27,28,29,30,31,32	6055.25	0.7793241157476599	4719.002351881018	-49	341.0	undepleted
52	3p	25,26,27,28,29,30,31,32	6073.25	0.6853600994369664	4162.363223905556	-48	298.0	undepleted
53	3p	25,26,27,28,29,30,31,32	6091.375	0.8456085894648628	5150.919021651529	-47	353.0	undepleted
54	3p	25,26,27,28,29,30,31,32	6110.25	0.6133301386170071	3747.6004794845676	-46	319.0	undepleted
55	3p	25,26,27,28,29,30,31,32	6127.75	0.786193266687181	4817.595789942374	-45	267.0	undepleted
56	3p	25,26,27,28,29,30,31,32	6147.75	0.5710850058960167	3510.8878449972367	-44	269.0	undepleted
57	3p	25,26,27,28,29,30,31,32	6167.25	0.664623626131449	4098.900058259179	-43	315.0	undepleted
58	3p	25,26,27,28,29,30,31,32	6186.125	0.6664858158113557	4122.964567336023	-42	301.0	undepleted
59	3p	25,26,27,28,29,30,31,32	6203.875	0.551892246208738	3423.870508948234	-41	290.0	undepleted
60	3p	25,26,27,28,29,30,31,32	6222.625	0.5946104133374085	3700.0376232936915	-40	394.0	undepleted
61	3p	25,26,27,28,29,30,31,32	6240.25	0.7776112401613057	4852.488541416587	-39	409.0	undepleted
62	3p	25,26,27,28,29,30,31,32	6257.125	0.5336878845542146	3339.3518046412896	-38	298.0	undepleted
63	3p	25,26,27,28,29,30,31,32	6272.625	0.5383288425559883	3376.734956037756	-37	279.0	undepleted
64	3p	25,26,27,28,29,30,31,32	6287.125	0.6236574465137505	3921.0123234127636	-36	342.0	undepleted
65	3p	25,26,27,28,29,30,31,32	6301.0	0.6706372654440566	4225.685409563001	-35	358.0	undepleted
66	3p	25,26,27,28,29,30,31,32	6314.125	0.5214362766008428	3292.4138299922965	-34	333.0	undepleted
67	3p	25,26,27,28,29,30,31,32	6326.625	0.8399123503929312	5313.810473804679	-33	386.0	undepleted
68	3p	25,26,27,28,29,30,31,32	6339.75	0.9346011881295647	5925.137882444408	-32	384.0	undepleted
69	3p	25,26,27,28,29,30,31,32	6353.125	0.639684954314831	4063.9984753814106	-31	274.0	undepleted
70	3p	25,26,27,28,29,30,31,32	6366.75	0.5594175483819483	3561.67167616077	-30	334.0	undepleted
71	3p	25,26,27,28,29,30,31,32	6380.625	0.6225281061654306	3972.118397401801	-29	468.0	undepleted
72	3p	25,26,27,28,29,30,31,32	6393.5	0.6973917761748785	4458.774320974086	-28	408.0	undepleted
73	3p	25,26,27,28,29,30,31,32	6405.0	0.7143500531837562	4575.4120906419585	-27	406.0	undepleted
74	3p	25,26,27,28,29,30,31,32	6416.0	0.7681933053375218	4928.72824704554	-26	473.0	undepleted
75	3p	25,26,27,28,29,30,31,32	6426.0	0.7461759282978384	4794.926515241909	-25	425.0	undepleted
76	3p	25,26,27,28,29,30,31,32	6434.75	0.9570835923655525	6158.593645974239	-24	515.0	undepleted
77	3p	25,26,27,28,29,30,31,32	6443.0	0.6907751945311078	4450.664578363928	-23	546.0	undepleted
78	3p	25,26,27,28,29,30,31,32	6451.875	0.6981384503160845	4504.302014133087	-22	550.0	undepleted
79	3p	25,26,27,28,29,30,31,32	6459.0	0.8081705279261954	5219.973439875296	-21	422.0	undepleted
80	3p	25,26,27,28,29,30,31,32	6464.25	0.7272656759977819	4701.227146068662	-20	434.0	undepleted
81	3p	25,26,27,28,29,30,31,32	6470.0	0.5161619122651645	3339.5675723556146	-19	410.0	undepleted
82	3p	25,26,27,28,29,30,31,32	6490.5	0.6236274362740554	4047.653875136756	-18	360.0	undepleted
83	3p	25,26,27,28,29,30,31,32	6509.25	0.5360516752128839	3489.294366879464	-17	591.0	undepleted
84	3p	25,26,27,28,29,30,31,32	6541.875	0.570521204766204	3732.278406429911	-16	310.0	undepleted
