tx_id	gene_name	1A_noDep	2A_noDep	1B_riboZero	2B_riboZero	1C_riboCop	2C_riboCop	1D_NEB	2D_NEB
ENST00000368054.7	CD84	0	0	0	0	0	0	0	0
ENST00000307998.10	EFEMP2	0	0	1	0	0	0	0	0
ENST00000274458.8	COMMD10	0	5	5	7	2	2	3	11
ENST00000009105.5	CAMK1G	0	0	0	0	0	0	0	0
ENST00000402034.6	SEC14L6	0	0	0	0	0	0	0	0
ENST00000503731.5	TUSC3	12	9	15	14	11	18	9	11
ENST00000351018.4	RHOG	4	4	5	16	4	11	4	6
ENST00000292211.4	UBE2Q1	8	4	22	33	12	11	10	7
ENST00000355557.6	ZNF140	1	1	2	2	1	1	0	1
ENST00000639584.1	AC018793.2	0	0	0	0	0	0	0	0
ENST00000612570.4	NDFIP2	13	18	37	41	24	34	24	38
ENST00000397281.6	REPIN1	3	12	14	11	4	9	3	1
ENST00000357519.8	FIBP	7	8	17	17	9	7	3	17
ENST00000279783.4	OR8K1	0	0	0	0	0	0	0	0
ENST00000326855.2	OR5AK2	0	0	0	0	0	0	0	0
ENST00000322912.9	RTBDN	0	0	0	0	0	0	0	0
ENST00000326756.3	ZNF518B	1	1	12	12	11	10	7	10
ENST00000338353.3	FAM78B	0	0	0	0	0	0	0	0
ENST00000304501.1	SOX7	0	1	1	2	1	1	0	0
ENST00000324607.7	MBOAT1	0	2	4	3	1	2	3	4
ENST00000523983.6	LETM2	0	1	0	0	0	0	0	0
ENST00000222747.7	TSPAN12	0	1	3	1	1	0	2	3
ENST00000573854.5	ACSM2A	0	0	0	0	0	0	0	0
ENST00000406818.7	DTNB	3	0	3	2	3	4	3	0
ENST00000295900.10	ATXN7	1	1	3	5	4	3	1	1
ENST00000377893.2	GPR153	0	1	0	0	0	1	0	0
ENST00000544987.2	TCEANC	0	2	0	1	2	0	1	1
ENST00000340648.5	RRP1B	32	34	75	108	32	70	30	52
ENST00000377575.2	HMGN4	4	3	9	4	4	5	1	4
ENST00000397944.7	ADGB	0	0	0	0	0	0	0	0
ENST00000375679.8	CLCNKB	0	0	0	0	0	0	0	0
ENST00000267884.10	SRP14	26	29	82	93	34	55	23	43
ENST00000225831.4	CCL2	0	0	0	0	0	0	0	0
ENST00000566423.5	ARPP19	4	9	14	19	7	11	6	8
ENST00000300504.6	TBC1D21	0	0	0	0	0	0	0	0
ENST00000616727.4	MUC13	0	0	0	0	0	0	0	0
ENST00000310544.8	PHOSPHO1	0	0	0	0	0	0	1	0
ENST00000376582.7	TIMM17B	15	21	41	50	27	30	9	36
ENST00000572681.6	CIC	7	5	13	10	2	18	3	9
ENST00000525929.1	PCDHA7	0	0	0	0	0	0	0	0
ENST00000510175.5	ZNF718	0	0	0	1	0	0	0	0
ENST00000440411.7	PAN2	2	8	22	14	7	7	1	2
ENST00000375614.6	LAYN	2	1	3	6	0	4	2	1
ENST00000267540.2	STON2	0	0	5	3	1	5	4	2
ENST00000432792.6	TMEM125	0	0	0	0	0	0	0	0
ENST00000274289.7	PLK2	1	1	3	1	2	2	1	0
ENST00000284719.7	OLA1	35	36	86	106	36	78	41	48
ENST00000334879.1	DEFB131A	0	0	0	0	0	0	0	0
ENST00000305768.9	CEP89	3	0	4	0	0	1	1	1
ENST00000379919.5	MAB21L1	0	0	1	0	0	0	0	0
ENST00000522605.1	PCDHGB2	1	0	0	1	0	0	0	0
ENST00000623882.3	CERS1	3	0	7	8	2	5	1	3
ENST00000376403.5	FAM182B	0	0	0	0	0	0	0	1
ENST00000356099.10	ARHGAP8	0	3	2	8	3	4	3	0
ENST00000241651.4	MYOG	0	0	0	0	0	0	0	0
ENST00000367674.6	TNR	0	0	0	0	0	0	0	0
ENST00000420283.2	TSPYL4	4	8	7	6	8	10	0	11
ENST00000366554.2	OPN3	0	1	1	3	1	0	0	1
ENST00000504404.1	DLEU7	0	0	0	0	0	0	0	0
ENST00000272322.8	VPS54	2	0	5	5	1	1	3	6
ENST00000618302.1	NXF2B	0	0	0	0	0	0	0	0
ENST00000373451.8	CMTR1	19	20	47	48	21	23	9	15
ENST00000253233.5	C12orf65	2	1	4	7	2	6	1	1
ENST00000334258.9	SYNE3	0	0	0	1	0	0	1	1
ENST00000286657.9	ADAMTS3	2	1	3	4	5	6	0	2
ENST00000370372.6	BLOC1S2	5	1	6	6	4	1	2	3
ENST00000539575.4	MVK	3	3	9	6	0	5	7	3
ENST00000381154.5	ARSD	0	0	0	0	0	0	0	0
ENST00000330333.10	BACE2	4	4	7	9	3	8	4	5
ENST00000372190.7	RAPGEF1	1	2	2	9	3	8	3	6
ENST00000295083.7	PQLC3	0	2	0	2	1	0	0	0
ENST00000329363.8	ODF3B	0	0	0	0	0	0	0	0
ENST00000297873.8	METTL27	0	0	0	0	0	1	0	0
ENST00000361427.5	HMGN2	70	82	151	176	81	174	38	78
ENST00000301030.8	ANKRD11	11	4	21	19	4	17	8	8
ENST00000313164.9	C7	0	0	0	0	0	0	0	0
ENST00000367519.8	EPM2A	0	0	0	0	0	3	0	0
ENST00000370757.7	PTGFR	0	0	0	0	0	0	0	0
ENST00000271651.7	CTSK	0	0	1	0	0	0	0	0
ENST00000380332.4	CALML5	0	0	0	0	0	0	0	0
ENST00000269503.8	CBLN2	0	0	0	0	0	0	0	0
ENST00000221847.5	EBI3	0	0	0	0	0	0	0	0
ENST00000372841.7	FUT11	1	3	2	4	2	7	2	3
ENST00000250244.10	AP1M2	0	0	0	0	0	0	0	0
ENST00000362010.6	VEPH1	0	0	0	0	0	0	0	0
ENST00000396912.1	RBAK	2	3	3	11	6	3	3	2
ENST00000256078.8	KRAS	2	7	20	16	2	10	5	7
ENST00000282276.7	MARS2	8	3	27	12	13	13	9	17
ENST00000369209.7	HSPA12A	2	4	1	12	1	5	2	0
ENST00000579022.5	SMIM21	0	0	0	0	0	0	0	0
ENST00000357424.2	GIP	0	0	0	0	0	0	0	0
ENST00000395987.7	CASC1	0	0	0	1	0	0	0	0
ENST00000398754.1	WNT8A	0	0	0	0	0	0	0	0
ENST00000316300.9	LPA	0	0	0	0	0	0	1	0
ENST00000449759.1	AC009086.2	1	3	3	6	1	1	4	4
ENST00000399448.5	PTPN6	1	0	1	1	0	1	0	0
ENST00000174618.4	MNT	1	0	0	3	0	3	4	5
ENST00000258243.6	URB2	16	20	60	84	32	54	31	41
ENST00000522917.5	FER1L6	0	0	0	0	0	0	2	0
ENST00000258772.9	DDX56	20	25	66	72	32	56	30	37
ENST00000556526.1	RNASE12	0	0	0	0	0	0	0	0
ENST00000381668.9	ATP8A1	1	2	14	9	3	5	4	4
ENST00000342085.8	PDPK1	4	4	14	8	6	7	4	3
ENST00000323223.2	TMEM78	0	0	0	0	0	0	0	0
ENST00000334036.9	DMRTC1B	0	0	0	0	0	0	0	0
ENST00000569446.2	SCRT1	0	0	0	0	0	0	0	0
ENST00000332783.11	ASB7	0	2	0	4	0	2	0	2
ENST00000327741.9	KRT81	0	1	0	2	0	1	1	0
ENST00000344726.9	HMGN3	11	20	24	26	11	26	10	11
ENST00000331462.5	HOXD1	0	0	0	0	0	0	0	0
ENST00000380249.5	FOCAD	7	7	18	20	8	29	9	10
ENST00000583023.1	KCNH6	0	0	0	0	0	0	0	0
ENST00000215567.9	TECR	32	37	79	81	31	79	26	44
ENST00000314706.3	OR4A15	0	0	0	0	0	0	0	0
ENST00000296533.2	NPY1R	0	0	1	0	0	0	0	0
ENST00000086933.2	GSC2	1	1	0	3	0	6	1	1
ENST00000425248.5	COPG2	13	15	31	32	15	25	9	31
ENST00000244565.7	UNC5CL	0	0	0	0	0	0	0	0
ENST00000433282.5	SLC25A48	0	1	1	2	1	0	0	1
ENST00000375587.7	CENPP	0	2	3	11	1	1	2	1
ENST00000464889.5	PCMT1	38	38	105	107	41	82	33	56
ENST00000319540.8	SCD5	1	3	6	12	2	6	1	8
ENST00000259806.1	FOXF2	3	5	5	7	5	8	3	7
ENST00000246912.8	MLX	2	6	18	20	5	17	4	7
ENST00000373673.4	ATOH7	0	0	0	0	0	0	0	0
ENST00000359470.5	C1orf116	0	0	0	0	0	0	0	0
ENST00000637878.1	AATK-AS1	0	0	0	0	0	0	0	0
ENST00000371608.6	BCAS4	1	1	2	3	2	3	0	2
ENST00000612742.4	METTL8	2	3	11	8	3	4	3	5
ENST00000381652.3	JAK2	1	1	2	3	1	1	0	1
ENST00000260402.7	PLCB2	0	0	0	0	0	0	0	1
ENST00000512953.5	SPINK13	0	0	0	0	0	0	0	0
ENST00000220659.10	BRF2	2	3	3	5	1	4	6	2
ENST00000376621.7	GNL1	12	13	15	18	14	17	9	10
ENST00000333480.2	MAFA	0	0	1	1	0	0	1	0
ENST00000366600.7	B3GALNT2	0	2	1	8	6	7	5	3
ENST00000319327.6	SERINC4	0	0	0	0	0	0	0	0
ENST00000429722.2	ALKBH2	4	8	6	12	4	10	6	5
ENST00000368648.7	EBF3	2	5	8	6	3	5	1	1
ENST00000262113.8	MYOM2	0	2	4	3	1	3	2	1
ENST00000258083.2	PRADC1	0	2	4	6	0	1	0	0
ENST00000372523.1	ZSWIM1	6	7	13	10	5	8	5	3
ENST00000366636.8	DISC1	1	2	1	1	1	0	0	0
ENST00000495075.5	MRPS22	11	23	37	45	19	28	10	21
ENST00000519973.5	SLC25A37	0	1	2	1	1	4	2	1
ENST00000395891.6	HECW1	0	0	0	0	0	0	0	0
ENST00000360542.4	KRTAP26-1	0	0	0	0	0	0	0	0
ENST00000345068.9	CORO6	0	0	1	1	0	0	0	0
ENST00000328546.4	HSD17B13	0	0	1	0	0	0	0	0
ENST00000308448.11	ATAD1	11	15	30	40	16	22	14	27
ENST00000285018.4	WNT7A	0	0	0	0	0	0	0	0
ENST00000376874.8	RILPL1	3	1	2	2	0	3	0	1
ENST00000531618.1	ASCL3	0	0	0	0	0	0	0	0
ENST00000283225.2	OR14K1	0	0	0	0	0	0	0	0
ENST00000375203.7	ATF6B	5	13	15	20	7	16	9	17
ENST00000372739.5	SPTAN1	33	34	94	128	38	65	25	42
ENST00000362031.8	SNX6	13	6	47	57	15	34	15	30
ENST00000378661.3	OXER1	0	0	0	0	0	0	0	0
ENST00000323666.9	METAP2	40	49	118	117	51	82	32	41
ENST00000641568.1	AP003071.5	0	0	0	0	0	0	0	0
ENST00000398844.6	SEC24A	13	16	37	26	15	29	16	26
ENST00000370733.4	KIAA1586	4	2	16	32	4	14	5	8
ENST00000334571.6	COQ6	5	2	9	8	3	11	5	6
ENST00000336356.3	LRAT	0	0	0	0	1	1	0	1
ENST00000372980.3	JPH2	0	0	0	0	0	0	0	0
ENST00000399137.5	CLDN14	0	0	0	0	0	0	0	0
ENST00000298283.4	RPL10L	9	10	12	25	9	13	17	24
ENST00000379561.5	FOXO1	4	7	17	14	6	14	5	9
ENST00000303694.5	CHST11	0	2	3	3	2	5	0	0
ENST00000585916.5	PIAS2	2	6	6	9	4	3	2	7
ENST00000598409.5	SMIM17	0	0	0	0	0	0	0	0
ENST00000610521.1	IFNA5	0	0	0	0	0	0	0	0
ENST00000328914.4	FOXK1	12	13	21	41	13	25	17	18
ENST00000409235.7	CATSPERG	0	0	0	0	1	0	0	1
ENST00000306200.6	STX18	4	9	5	19	7	7	6	7
ENST00000262547.9	DZANK1	0	0	0	0	0	0	0	0
ENST00000581492.2	GDF2	0	0	0	0	0	0	0	0
ENST00000522232.2	PPP1R2P3	5	3	1	7	1	3	1	2
ENST00000342782.3	DUSP9	8	6	16	34	2	19	4	11
ENST00000618628.4	ENC1	4	2	1	2	3	2	2	2
ENST00000375213.7	MAP3K20	4	5	14	16	8	3	6	8
ENST00000371793.7	OLFM1	0	0	0	0	0	0	1	1
ENST00000377035.1	IL31	0	0	0	0	0	0	0	0
ENST00000371522.8	ECHDC2	0	0	0	0	0	0	0	0
ENST00000551177.5	ASPG	0	0	0	0	0	0	0	0
ENST00000000233.9	ARF5	12	22	49	44	17	32	14	30
ENST00000357183.8	RAET1E	0	0	0	0	0	0	0	0
ENST00000241071.10	FBXO24	0	0	0	0	0	0	0	0
ENST00000320578.2	RAB39A	0	1	3	5	1	1	1	3
ENST00000611852.4	CCDC28A	1	3	9	6	4	3	5	3
ENST00000239144.4	HOXB8	1	1	3	2	1	5	0	4
ENST00000264159.10	ZRANB3	2	0	3	4	0	8	3	3
ENST00000327435.10	ADI1	23	28	55	60	23	53	21	30
ENST00000515817.5	FAM153B	0	0	0	0	0	0	0	0
ENST00000176183.5	DRD4	1	0	1	0	0	1	0	0
ENST00000636183.1	CLN5	9	11	27	34	7	15	13	9
ENST00000406725.5	TMPRSS6	0	0	0	0	0	0	0	0
ENST00000221444.1	KCNA7	0	0	0	0	0	0	0	0
ENST00000315322.8	IFT22	3	0	6	7	1	2	2	1
ENST00000226725.10	KLHL2	1	0	1	0	0	3	0	0
ENST00000297185.7	HSPA9	115	141	340	380	144	274	122	193
ENST00000300778.4	OR51Q1	0	0	0	0	0	0	0	0
ENST00000378228.7	OLAH	0	0	0	0	0	0	0	0
ENST00000368141.4	MNDA	0	0	0	0	0	0	0	0
ENST00000392379.5	BDH1	0	0	0	2	0	0	0	1
ENST00000301455.6	ANGPTL4	0	0	0	0	0	0	0	0
ENST00000367261.7	KLHL12	3	5	14	13	2	11	8	12
ENST00000317040.11	MVB12A	4	9	20	31	9	7	7	13
ENST00000304502.4	CRYGA	0	0	0	0	0	0	0	0
ENST00000381844.8	YWHAQ	63	85	193	245	95	159	35	59
ENST00000380383.1	OR51F1	0	0	0	0	0	0	0	0
ENST00000360049.8	NFASC	0	0	1	0	0	0	0	0
ENST00000310754.5	TRAM1L1	1	0	1	1	0	2	1	1
ENST00000360403.6	EIF2B3	11	15	33	52	17	25	12	18
ENST00000264710.4	RAB10	8	16	35	45	24	28	6	11
ENST00000568954.5	PHLPP2	2	2	9	5	6	9	2	8
ENST00000055077.7	RFC2	16	14	48	49	25	41	20	17
ENST00000431365.2	RLN3	0	0	0	0	0	0	0	0
ENST00000368235.7	NAXE	12	22	38	59	19	38	13	23
ENST00000295899.9	THOC7	9	16	40	32	10	24	14	26
ENST00000299335.7	COX11	12	17	29	32	14	23	16	26
ENST00000425876.6	CDK3	0	0	1	0	0	0	0	0
ENST00000381007.8	SGTB	6	6	8	19	5	11	4	8
ENST00000625129.1	C10orf95	0	0	0	0	0	0	0	0
ENST00000408978.8	MYO3B	0	0	0	0	0	1	0	0
ENST00000233616.8	MOGS	14	14	45	55	22	28	14	15
ENST00000270066.10	SMG9	1	2	14	6	2	9	5	6
ENST00000332149.9	TMPRSS2	0	1	0	0	0	0	0	0
ENST00000398148.7	KHSRP	94	133	250	303	106	226	112	143
ENST00000337227.8	RBBP9	5	3	5	7	0	9	3	3
ENST00000550983.1	NPIPB9	1	0	0	0	0	0	0	0
ENST00000610660.1	IFNA13	0	0	0	0	0	0	0	0
ENST00000375640.7	C6orf48	0	1	0	0	0	0	0	0
ENST00000464488.2	AL161911.1	0	2	7	2	2	4	0	1
ENST00000392993.6	GK5	3	1	4	7	1	4	1	2
ENST00000398063.6	AGPAT3	4	0	6	11	4	4	0	7
ENST00000328782.3	OR2T34	0	0	0	0	0	0	0	0
ENST00000378720.7	ESD	27	34	65	85	35	75	23	62
ENST00000309894.5	CSHL1	0	0	0	0	0	0	0	0
ENST00000288368.4	PREX2	1	1	2	4	0	2	1	2
ENST00000612892.4	GPR1	0	0	0	0	0	0	0	0
ENST00000297679.9	HSD3B7	0	0	2	1	0	0	1	0
ENST00000375759.7	SPEN	23	35	71	102	33	72	30	43
ENST00000359365.8	RASSF1	3	1	9	13	3	11	4	3
ENST00000329559.7	NDUFB1	17	22	39	60	19	34	10	13
ENST00000373359.3	MAGEE2	0	0	0	0	0	0	0	0
ENST00000293756.4	IP6K3	0	0	0	0	0	0	0	0
ENST00000569529.5	FAM173A	3	5	8	10	2	11	5	8
ENST00000307767.12	TVP23B	3	4	3	4	1	4	1	3
ENST00000614497.5	FXYD6-FXYD2	0	1	4	1	0	1	0	1
ENST00000316948.8	CACFD1	0	0	2	0	1	2	1	0
ENST00000354694.11	PES1	36	35	93	119	35	81	25	26
ENST00000273353.3	MYH15	0	0	0	0	1	0	0	0
ENST00000382073.3	CLEC6A	0	0	0	0	0	0	0	0
ENST00000640805.1	AC018793.3	0	0	0	0	0	0	0	0
ENST00000379448.8	ZNF827	0	0	4	4	1	0	1	2
ENST00000375980.8	EFHD2	8	7	15	17	4	12	7	17
ENST00000345016.9	AP3D1	17	44	82	92	30	62	26	41
ENST00000255945.3	GIMAP4	0	0	0	0	0	0	0	0
ENST00000261884.7	TRIP4	0	4	8	7	5	6	3	4
ENST00000377890.6	SLC3A2	28	38	97	117	32	80	40	71
ENST00000271751.9	KCNH1	0	0	0	1	0	0	0	0
ENST00000261177.9	TSPAN11	0	0	0	0	0	0	0	0
ENST00000371666.7	IL13RA1	7	8	11	21	5	15	5	11
ENST00000262207.8	CRISPLD1	0	5	6	13	3	7	1	8
ENST00000584895.5	RPL17-C18orf32	58	71	161	209	74	138	71	115
ENST00000635921.1	AC233723.1	0	0	0	0	0	0	0	0
ENST00000303436.10	ARF4	17	22	53	56	20	47	8	29
ENST00000366514.4	TFB2M	4	2	11	18	10	13	4	9
ENST00000334801.7	BCL9L	1	3	9	5	3	0	0	3
ENST00000361200.6	DUSP27	0	0	0	0	0	0	0	1
ENST00000596516.2	SETSIP	22	25	45	57	26	44	30	54
ENST00000251527.9	ESYT2	8	14	25	33	12	14	13	21
ENST00000265866.11	HNRNPH3	46	49	83	91	46	82	25	32
ENST00000370214.8	ABCD3	10	25	70	71	37	37	19	24
ENST00000361216.7	ATP1A2	0	0	0	0	0	0	0	2
ENST00000246070.2	LAMP5	0	0	0	0	0	0	0	0
ENST00000569961.5	CCDC187	0	0	0	0	0	0	0	0
ENST00000409817.1	CXCR4	1	1	3	4	1	3	2	3
ENST00000297273.8	CASD1	1	1	0	2	0	2	1	0
ENST00000318315.4	C5orf46	0	0	0	0	0	0	0	0
ENST00000359228.3	LYPD2	0	0	0	0	0	0	0	0
ENST00000399728.5	STMN1	48	47	120	138	40	100	55	72
ENST00000409807.5	FHL2	5	8	11	11	4	7	6	9
ENST00000377674.8	ZBTB48	1	3	8	8	3	5	3	2
ENST00000263610.6	BARHL1	0	0	0	0	0	0	0	0
ENST00000607772.5	CNKSR3	1	2	6	7	3	3	4	6
ENST00000268919.5	KIF2B	0	0	0	0	0	1	0	0
ENST00000380122.9	TXLNG	5	14	31	32	13	22	5	11
ENST00000303151.4	POP7	5	16	23	25	9	23	12	6
ENST00000328739.5	VMO1	0	1	0	0	0	0	0	0
ENST00000301057.7	TP53I13	2	1	5	5	2	5	0	4
ENST00000323460.9	SENP5	6	4	20	13	6	9	11	12
ENST00000422843.7	ITK	0	0	0	0	0	0	0	0
ENST00000276297.8	DLC1	3	12	18	16	5	15	10	8
ENST00000380728.6	GPS2	5	5	7	15	6	11	2	2
ENST00000257264.3	TCN1	0	0	0	0	0	0	0	0
ENST00000324306.10	ZKSCAN1	1	2	7	12	4	11	2	8
ENST00000343769.5	ZNF93	0	1	0	0	0	0	0	0
ENST00000231061.8	SPARC	7	11	20	24	12	20	7	9
ENST00000512783.5	PCBD2	0	0	2	1	0	0	0	0
ENST00000335244.8	SLC36A2	0	0	0	0	0	0	0	0
ENST00000318443.9	CD276	8	5	31	35	11	28	10	17
ENST00000231134.7	PCDHB5	0	0	0	0	0	0	0	0
ENST00000317702.9	TUBB6	9	8	26	25	12	14	13	21
ENST00000328709.7	COA5	3	3	9	3	1	3	0	2
ENST00000243878.8	ENKD1	0	4	3	4	1	0	0	1
ENST00000518421.5	AP3M2	2	2	10	8	4	6	6	5
ENST00000361713.1	ANKRD30A	0	0	0	0	0	0	0	0
ENST00000370459.7	GBP5	0	0	0	0	0	0	0	0
ENST00000394458.7	ANKLE1	0	0	0	0	0	0	0	0
ENST00000342640.8	THEG	0	0	0	0	0	0	0	0
ENST00000371497.9	TSHZ2	0	1	2	1	0	0	0	0
ENST00000396057.5	FOXB1	0	2	1	3	0	4	0	1
ENST00000331825.10	FTL	3	6	18	25	7	15	7	8
ENST00000378404.3	ACTRT2	0	0	0	0	0	0	0	0
ENST00000368300.8	LMNA	11	13	52	33	12	17	9	21
ENST00000306061.10	MT1E	0	0	0	0	0	0	0	0
ENST00000437635.2	C6orf222	0	0	0	0	0	0	0	0
ENST00000259711.10	KIF13A	2	2	8	6	2	3	1	2
ENST00000497524.5	AGTR1	0	2	0	0	0	0	0	2
ENST00000225655.5	PFN1	82	113	270	299	128	205	67	96
ENST00000405006.8	THADA	11	8	39	27	9	15	24	17
ENST00000388958.7	OTOA	0	0	0	0	0	0	0	0
ENST00000329610.5	NPW	0	0	0	0	0	0	0	2
ENST00000292254.8	RUSC1	4	3	17	12	8	12	6	4
ENST00000307358.6	HTRA3	0	1	0	3	1	4	1	0
ENST00000370830.3	BMP5	0	0	0	0	0	0	0	0
ENST00000566897.5	ALDOA	252	317	778	864	340	657	286	457
ENST00000437823.4	SPATA31A5	0	0	0	0	0	0	0	0
ENST00000359785.9	PTPN22	0	0	0	0	0	0	0	0
ENST00000533601.6	RAB15	0	1	2	0	0	0	0	0
ENST00000330233.11	CRIP1	0	0	0	0	0	0	0	0
ENST00000329797.7	GPR132	0	0	0	0	0	0	0	0
ENST00000497933.1	LRRC55	0	0	0	0	0	0	0	0
ENST00000433473.8	PPT1	16	33	77	81	23	45	27	30
ENST00000505490.2	ALYREF	47	87	159	193	66	127	35	74
ENST00000358658.7	NAALADL1	0	0	0	0	0	0	0	0
ENST00000620195.4	ZNF778	1	0	3	3	3	3	0	1
ENST00000447906.6	OTUD4	6	6	16	14	3	10	6	9
ENST00000413830.5	EPGN	0	0	0	0	0	0	0	0
ENST00000370818.7	GPC3	5	13	32	43	12	22	9	19
ENST00000309863.10	GCC2	10	9	30	29	10	24	9	18
ENST00000399881.7	KCNU1	0	0	0	0	0	0	0	0
ENST00000481882.6	KNCN	0	0	0	0	0	0	0	0
ENST00000380574.5	SLC22A18	0	0	3	1	0	3	0	0
ENST00000255764.3	MED10	5	1	14	11	5	9	1	10
ENST00000278903.10	EI24	9	9	18	21	11	18	7	6
ENST00000221233.8	EXOSC5	6	8	33	28	11	22	9	20
ENST00000377617.7	ATXN2	9	12	32	32	18	30	10	21
ENST00000553645.6	DNAL1	2	1	3	6	0	2	2	3
ENST00000528737.5	FAM111A	0	0	0	0	0	0	0	0
ENST00000399910.5	RNF212B	0	0	0	0	0	0	0	0
ENST00000374201.7	FRMPD2	0	0	0	0	0	0	0	0
ENST00000296786.7	UBLCP1	8	9	20	30	8	16	9	16
ENST00000542569.5	SAMD8	0	2	5	8	1	6	1	6
ENST00000242505.10	FAM149B1	0	0	0	1	0	0	0	0
ENST00000368744.3	PRR9	0	0	0	0	0	0	0	0
ENST00000265465.7	POLA2	19	21	55	61	17	29	14	33
ENST00000268053.10	CYP11A1	0	0	0	0	0	0	0	0
ENST00000373264.4	CDK9	3	14	17	14	9	12	9	11
ENST00000426928.6	LACTBL1	0	0	0	0	0	0	0	0
ENST00000341547.8	LMO7	0	1	4	1	0	1	0	3
ENST00000379480.8	MTRF1	2	0	4	2	1	0	1	2
ENST00000249499.7	HOXD9	1	0	2	0	1	0	1	1
ENST00000428845.6	TSPY10	0	0	0	0	0	0	0	0
ENST00000278601.5	C11orf52	0	0	0	0	0	0	0	1
ENST00000369738.8	PIFO	0	0	0	0	0	0	0	0
ENST00000395787.3	APIP	9	13	21	26	7	23	8	10
ENST00000396432.6	ARHGAP21	2	4	10	15	8	11	2	2
ENST00000262498.7	CFAP20	11	11	25	20	8	23	7	12
ENST00000368764.3	IVL	0	0	0	0	0	0	0	0
ENST00000308302.3	GOLT1A	0	0	0	0	0	0	0	0
ENST00000268220.11	SEC11A	22	18	48	62	15	57	15	21
ENST00000276585.8	MRPS28	14	12	35	33	7	30	12	21
ENST00000344876.8	PCDH18	0	0	2	1	1	3	2	1
ENST00000308910.8	GCSAM	0	0	0	0	0	0	0	0
ENST00000257861.7	AVIL	0	0	0	0	0	0	0	0
ENST00000331772.8	RNLS	0	0	0	0	0	0	0	0
ENST00000397410.9	AKAP8L	7	14	20	23	15	22	8	14
ENST00000261303.12	PSMC1	38	34	68	106	43	68	34	49
ENST00000264211.12	EIF4G3	26	24	46	54	27	62	23	34
ENST00000457326.2	CAPNS2	0	0	0	0	0	0	0	0
ENST00000383165.3	FOXL2NB	0	0	0	0	0	0	0	0
ENST00000314133.3	COX8A	10	19	58	47	22	35	23	25
ENST00000367868.3	GPA33	0	0	0	0	0	0	0	0
ENST00000246646.3	KRT38	0	0	0	0	0	0	0	0
ENST00000290039.5	CACHD1	4	4	9	12	6	8	6	4
ENST00000257770.7	NT5E	0	0	0	0	0	0	0	0
ENST00000084798.8	CA11	1	1	4	2	1	2	2	1
ENST00000640558.1	AC106774.5	0	0	0	0	0	0	0	0
ENST00000369159.2	HIST2H2AA3	196	242	533	663	250	484	232	444
ENST00000316851.11	NCAM1	8	10	11	18	13	13	11	9
ENST00000590071.6	WTIP	0	0	1	0	1	1	0	0
ENST00000379562.8	KIN	2	1	11	9	6	13	5	2
ENST00000382622.3	PRMT8	0	2	0	0	0	1	0	0
ENST00000368192.8	ETV3	3	8	12	13	5	9	4	5
ENST00000313835.13	GPR89A	3	3	7	6	2	11	4	15
ENST00000345094.7	THUMPD3	10	14	19	22	14	11	8	14
ENST00000380377.8	TBCA	17	30	59	68	27	52	12	12
ENST00000447234.6	MUC20	0	0	0	0	0	0	0	0
ENST00000336915.10	SKAP1	0	0	0	0	0	0	0	0
ENST00000381317.8	ASMTL	0	1	4	6	2	3	1	0
ENST00000263697.5	DNAJC8	23	30	72	96	34	62	22	34
ENST00000443119.7	AC012184.2	7	10	22	18	8	14	6	12
ENST00000309170.7	P2RY14	0	0	0	0	0	0	0	0
ENST00000298630.7	STK32C	1	1	1	4	1	5	1	2
ENST00000257359.6	ADAMTS8	0	0	0	0	0	0	0	0
ENST00000361547.6	SELENON	4	8	11	19	6	13	4	0
ENST00000310193.3	CYP7B1	0	0	0	0	0	0	0	0
ENST00000314254.3	MRGPRX4	0	0	0	0	0	0	0	0
ENST00000543494.1	AP003419.2	0	0	0	2	0	0	0	0
ENST00000340010.9	SLC26A3	0	0	0	0	0	0	0	1
ENST00000338560.11	TRPV2	0	1	0	0	0	0	1	0
ENST00000381280.4	SMOC1	8	6	19	26	11	13	2	8
ENST00000221399.7	TULP2	0	0	1	0	0	0	0	0
ENST00000439096.2	BBC3	0	0	2	4	0	1	1	0
ENST00000211314.4	TMEM14A	3	2	10	6	2	4	2	3
ENST00000315367.3	PLEKHF2	2	1	0	5	1	4	4	1
ENST00000318709.8	AVL9	1	5	11	10	3	4	6	7
ENST00000357461.6	TMEM229B	0	0	0	0	0	1	0	0
ENST00000296564.8	ICE1	4	12	23	20	6	7	9	6
ENST00000272286.2	ABCG8	0	0	0	0	0	0	0	0
ENST00000372899.5	UBR2	9	13	18	46	13	25	18	17
ENST00000261169.10	LMO3	0	0	0	0	0	0	0	0
ENST00000349451.3	OPRL1	0	0	0	0	0	0	0	0
ENST00000382410.2	DEFB125	0	0	0	0	0	1	0	0
ENST00000350796.7	CYTH3	1	6	4	4	0	3	0	1
ENST00000377905.8	SLC17A4	0	0	0	0	0	0	1	0
ENST00000300527.8	COL6A2	3	3	6	12	2	11	6	4
ENST00000612727.4	TBC1D3L	0	0	0	0	0	0	0	0
ENST00000061240.6	TLL1	0	0	0	0	0	0	0	0
ENST00000298717.8	METTL3	10	15	35	26	13	21	6	17
ENST00000334391.4	DEFB128	0	0	0	0	0	0	0	0
ENST00000330622.9	FBXO21	9	8	28	50	6	26	10	18
ENST00000319070.2	WFIKKN1	0	0	0	0	0	0	0	0
