tx_id	gene_name	undepleted	oligo_depletion
ENST00000354599.10	ZNF195	12	87
ENST00000282841.9	GGPS1	18	165
ENST00000340096.10	OFD1	26	134
ENST00000574912.1	AC040162.4	0	1
ENST00000601382.2	RNF225	0	0
ENST00000526406.5	GSDMD	0	0
ENST00000372991.8	CCND3	37	277
ENST00000373825.6	SRPK1	232	1402
ENST00000255784.5	CCDC134	23	139
ENST00000335295.4	HBB	0	0
ENST00000394070.6	STAMBP	30	262
ENST00000315758.9	MDH2	688	4514
ENST00000467460.5	PEX5L	0	0
ENST00000389120.7	RNF20	90	477
ENST00000314583.7	HCLS1	7	27
ENST00000375370.9	TFDP1	47	222
ENST00000498508.6	PROX1	2	21
ENST00000585807.5	HSD17B1	3	15
ENST00000284142.6	ASB17	0	0
ENST00000311549.10	RPL21	695	4617
ENST00000399398.2	RNF222	0	0
ENST00000545588.5	ZBED6	31	177
ENST00000286355.9	ADCY8	0	0
ENST00000356891.3	C12orf29	45	277
ENST00000342503.8	RTN1	1	17
ENST00000319273.9	TAC1	0	2
ENST00000294800.7	FCGR3B	0	0
ENST00000282077.7	PDK1	29	179
ENST00000303809.6	ZNF296	24	142
ENST00000219022.2	OLFM4	0	0
ENST00000297913.3	OR1Q1	0	0
ENST00000376234.7	TMTC4	5	24
ENST00000374279.3	UGCG	19	104
ENST00000397404.5	TSPAN4	12	56
ENST00000479961.1	ST20-MTHFS	18	97
ENST00000509176.5	CCSER1	3	8
ENST00000278174.9	BTBD10	25	163
ENST00000330330.9	AMY1B	0	0
ENST00000374922.8	NBDY	30	190
ENST00000303071.9	DONSON	26	248
ENST00000319675.4	DCAF4L2	0	3
ENST00000238961.8	SLF2	18	127
ENST00000374011.6	AHDC1	15	67
ENST00000262768.11	TIMP2	15	85
ENST00000054950.3	RCN1	122	781
ENST00000438925.6	MMS19	29	288
ENST00000287957.3	GATAD1	26	141
ENST00000271452.7	NUF2	55	318
ENST00000456324.5	ZNF146	45	259
ENST00000298910.11	LRRK2	1	4
ENST00000529639.5	FAU	874	5458
ENST00000239243.6	MSX2	50	303
ENST00000262455.6	ERP44	49	388
ENST00000242140.9	WIPF3	1	6
ENST00000356260.9	SDAD1	47	380
ENST00000371505.4	TCTE1	0	0
ENST00000603540.1	ADAM21	0	2
ENST00000333127.3	IQCF2	0	0
ENST00000392920.7	EVL	7	64
ENST00000595661.5	ZNF473	6	48
ENST00000376771.8	TBC1D25	5	68
ENST00000254190.3	CHSY1	4	63
ENST00000259467.8	PDCL	34	189
ENST00000254325.8	RFX1	16	152
ENST00000260743.9	CALHM2	0	3
ENST00000546591.5	RPL41	703	4114
ENST00000328957.12	GALNT9	0	0
ENST00000316937.7	C7orf43	7	52
ENST00000439424.6	C17orf49	19	127
ENST00000361168.9	CLK2	27	161
ENST00000563710.6	C13orf42	0	0
ENST00000641874.1	OR5H1	0	0
ENST00000316316.10	MCM9	33	195
ENST00000355097.6	ENTPD2	0	0
ENST00000291458.9	CCDC58	46	267
ENST00000256398.12	ELP3	28	250
ENST00000323040.4	GPR4	0	0
ENST00000381873.7	SNPH	1	7
ENST00000369485.8	RNGTT	31	223
ENST00000264935.5	CEP72	14	89
ENST00000376652.8	ENTPD6	13	98
ENST00000327423.10	PRR14L	87	539
ENST00000178638.7	CA12	1	34
ENST00000241891.9	OPN4	0	0
ENST00000519676.5	SLC25A30	5	49
ENST00000188312.6	ACTR6	35	247
ENST00000371591.1	ZFYVE9	23	131
ENST00000301202.6	LAIR2	0	0
ENST00000407780.7	ICOSLG	1	14
ENST00000636358.1	ACY1	6	60
ENST00000250535.4	CDO1	16	70
ENST00000395905.7	LRRC2	0	0
ENST00000449082.2	SCN10A	0	0
ENST00000307720.3	PPID	47	317
ENST00000376511.6	PPP1R10	91	528
ENST00000238983.8	LIPF	0	0
ENST00000294413.11	RHCE	0	1
ENST00000296839.4	FOXQ1	0	4
ENST00000369466.8	TTF2	117	731
ENST00000537495.2	AC073610.2	10	80
ENST00000378731.5	CCNI2	1	1
ENST00000408954.7	DAPK1	24	147
ENST00000328405.6	KCNH8	10	65
ENST00000321339.2	FTMT	0	0
ENST00000398986.6	MS4A4E	0	0
ENST00000566454.5	SLC7A6	38	288
ENST00000261205.8	SYT1	1	15
ENST00000345003.8	GYG1	47	305
ENST00000522781.5	FAM196A	0	0
ENST00000282499.9	GRIA4	0	0
ENST00000503640.5	UGT2A1	0	0
ENST00000333751.4	KCTD11	1	9
ENST00000223364.7	MYL7	0	0
ENST00000230461.10	TMEM30A	50	319
ENST00000242285.10	CLTA	225	1341
ENST00000291539.10	PDE9A	1	18
ENST00000325954.8	RNF10	34	162
ENST00000352241.8	MITF	2	35
ENST00000641417.1	OR2J2	0	0
ENST00000336751.10	HFE2	0	0
ENST00000261172.7	EPYC	0	0
ENST00000223114.8	MOGAT3	0	0
ENST00000382040.3	RSAD2	0	0
ENST00000392607.7	ADGRA1	0	0
ENST00000255608.8	BTBD2	82	413
ENST00000313777.8	FUZ	19	191
ENST00000367440.3	GLRX2	26	127
ENST00000325351.4	ZNF784	8	48
ENST00000444264.1	FAM240A	0	0
ENST00000581066.2	MRPS21	118	817
ENST00000371388.4	RHOXF2	0	0
ENST00000379264.6	ACSL6	3	27
ENST00000262622.4	CHST8	3	4
ENST00000320560.12	ANO6	18	120
ENST00000314138.10	RPL27A	1835	11611
ENST00000403660.3	CEACAM19	0	2
ENST00000262146.8	MTFR1	26	139
ENST00000564080.1	AC090527.2	0	5
ENST00000358781.6	FAM3D	0	0
ENST00000320567.5	KDF1	0	0
ENST00000354185.8	DDX21	596	3457
ENST00000368779.1	LCE2A	0	0
ENST00000380993.7	SLC12A1	0	0
ENST00000308406.9	MAPK7	15	82
ENST00000396373.8	ETV6	0	14
ENST00000356971.3	ICK	5	41
ENST00000607599.5	CHURC1	37	291
ENST00000264033.5	CBL	26	220
ENST00000248598.5	FGL2	0	0
ENST00000308191.10	PDE7B	1	0
ENST00000377208.6	POU4F1	15	53
ENST00000377990.6	CEP68	31	151
ENST00000224862.7	FBXL15	12	51
ENST00000262999.3	UCP1	0	0
ENST00000376473.9	C6orf136	12	88
ENST00000367033.3	PLXNA2	1	13
ENST00000355537.3	ZNF536	3	15
ENST00000300305.7	RUNX1	0	15
ENST00000391419.3	KRTAP2-1	0	0
ENST00000266712.10	TMTC3	39	254
ENST00000420616.6	PEX5	30	262
ENST00000248566.3	SEM1	108	642
ENST00000639810.1	AC020934.3	0	1
ENST00000215530.6	FGF22	0	1
ENST00000375527.2	ZBTB12	18	175
ENST00000327047.5	CLRN1	0	0
ENST00000369244.6	FBXL4	13	67
ENST00000375537.8	EHMT2	55	399
ENST00000441152.3	PRR26	0	0
ENST00000242310.4	TAF1L	7	34
ENST00000382392.5	BPY2B	0	0
ENST00000381458.5	TGM3	0	0
ENST00000346416.6	CDK5RAP1	47	261
ENST00000381486.6	GREB1	9	65
ENST00000287020.6	GDF6	3	8
ENST00000371270.5	CYP2C8	0	0
ENST00000578584.5	AC134669.2	0	0
ENST00000375454.7	BPIFA3	0	0
ENST00000219252.9	POLR2C	134	743
ENST00000377127.4	MAS1L	0	0
ENST00000314011.8	ZNF436	13	37
ENST00000421832.2	CTU1	53	333
ENST00000381903.2	KLRC3	0	0
ENST00000533486.5	RAB30	1	18
ENST00000380743.8	SMN2	84	570
ENST00000604957.1	ARMCX5	23	86
ENST00000337702.4	TTC33	22	118
ENST00000534094.1	NPIPA5	2	1
ENST00000440264.5	CCNA1	0	2
ENST00000379179.7	SERP2	1	2
ENST00000369085.7	BAG3	81	572
ENST00000262450.7	CHD5	1	5
ENST00000262844.9	AMMECR1	30	152
ENST00000370783.7	MOSPD1	18	117
ENST00000381906.5	TNNI2	0	0
ENST00000372542.5	SNX21	4	24
ENST00000542447.6	CADM1	51	326
ENST00000263735.8	EPCAM	0	10
ENST00000344824.10	TPM4	116	695
ENST00000359227.7	ELAVL3	0	2
ENST00000367147.8	MFSD4A	1	6
ENST00000426154.5	SCRN1	40	288
ENST00000595790.5	FAM71E1	2	22
ENST00000326080.9	FAXDC2	0	2
ENST00000446465.2	SLC35G2	5	27
ENST00000415914.3	THAP5	19	129
ENST00000367927.9	VNN3	0	0
ENST00000310125.4	TFDP3	0	1
ENST00000641350.1	OR52N4	0	0
ENST00000405460.7	ADGRV1	7	53
ENST00000231137.5	PCDHB7	0	0
ENST00000329615.3	C2orf70	0	0
ENST00000366932.3	RRP15	93	519
ENST00000234111.8	ODC1	200	1229
ENST00000380051.6	RPP40	28	273
ENST00000329122.2	KRTAP6-1	0	0
ENST00000374514.7	LYPLA2	44	248
ENST00000301280.9	CHAF1A	114	705
ENST00000336930.10	LUZP2	0	4
ENST00000293261.7	TMEM143	17	93
ENST00000226193.5	RCVRN	0	0
ENST00000397809.9	CEP83	15	95
ENST00000367943.4	DUSP12	24	164
ENST00000357586.6	AP1B1	231	1331
ENST00000442371.5	GCNT1	6	23
ENST00000337090.7	CEP63	9	56
ENST00000278319.9	ZNF215	4	59
ENST00000313683.14	PNMA8A	44	275
ENST00000334398.7	TMLHE	16	124
ENST00000357164.3	GM2A	40	212
ENST00000297435.2	DEFA4	0	0
ENST00000366773.7	ERMARD	14	103
ENST00000309318.7	PPP1R14B	72	390
ENST00000282538.9	GADL1	0	0
ENST00000409299.7	PXMP4	3	35
ENST00000439742.6	MXD3	8	42
ENST00000343028.8	TM7SF3	13	98
ENST00000575771.5	NAA38	97	649
ENST00000341105.6	GATA2	27	238
ENST00000229771.10	TULP1	0	0
ENST00000367194.4	KISS1	0	0
ENST00000240851.8	TFG	150	1140
ENST00000359237.8	PLAC1	5	49
ENST00000306904.6	RBMXL2	0	0
ENST00000355784.3	OR11L1	0	1
ENST00000226105.10	RANGRF	16	105
ENST00000374272.3	TRIM63	0	0
ENST00000393409.2	PLXNA1	25	188
ENST00000480945.5	DDI2	67	410
ENST00000263097.8	CNN2	82	422
ENST00000305963.2	MMGT1	34	194
ENST00000316626.5	GSK3B	28	244
ENST00000399464.6	NEURL4	24	171
ENST00000371079.5	ROR1	8	23
ENST00000354724.7	HEY1	88	593
ENST00000392027.2	ALPP	0	0
ENST00000264870.7	F13A1	0	0
ENST00000299163.6	HIF1AN	46	276
ENST00000255688.7	RARRES3	0	0
ENST00000431683.6	GLB1L3	1	11
ENST00000369660.8	UBL4A	40	249
ENST00000413817.7	DENND6B	4	16
ENST00000368072.9	PEX19	55	315
ENST00000373020.8	TSPAN6	59	444
ENST00000296795.7	TLR3	0	0
ENST00000261800.5	FAT2	0	0
ENST00000380044.5	MPV17	46	237
ENST00000327042.4	TMEM86B	0	0
ENST00000373255.8	H2AFY2	50	336
ENST00000379044.4	ARX	1	0
ENST00000414305.5	ENPP3	0	0
ENST00000409383.5	SFTPB	0	0
ENST00000308618.4	EVX2	0	0
ENST00000322569.8	MMP19	0	0
ENST00000531399.5	TP53AIP1	0	0
ENST00000381077.9	PUDP	15	80
ENST00000224756.12	CCSER2	13	45
ENST00000534548.6	NCAPD3	162	1036
ENST00000378827.4	BMP2	7	64
ENST00000376552.6	TLE4	103	659
ENST00000349496.9	CTNNB1	437	2770
ENST00000413369.7	CFAP221	0	0
ENST00000337190.6	MXD4	33	265
ENST00000232564.7	GNB4	46	318
ENST00000369888.5	ZNF512B	39	280
ENST00000329276.9	NOP56	267	1540
ENST00000422142.6	CLEC2L	0	0
ENST00000356404.7	PITPNM1	2	48
ENST00000521381.5	PIK3R1	16	97
ENST00000253031.6	YIPF2	30	219
ENST00000621503.1	IGHV3-72	0	0
ENST00000372685.7	TCEAL8	80	504
ENST00000379491.4	GCM2	0	0
ENST00000254801.8	JCHAIN	0	0
ENST00000269097.8	G6PC3	79	481
ENST00000531224.5	BCLAF1	513	3418
ENST00000476257.5	SERPINI2	0	0
ENST00000343348.10	SEMA6A	19	106
ENST00000272227.7	PDIA6	247	1664
ENST00000506151.1	USP17L20	0	0
ENST00000454853.6	GABRR1	0	0
ENST00000316731.12	CCZ1B	36	249
ENST00000263655.3	CNRIP1	4	21
ENST00000547848.5	POTEG	0	1
ENST00000406902.5	GRAMD4	10	41
ENST00000439326.7	ZNF844	0	1
ENST00000373247.6	FPGS	65	321
ENST00000614134.1	JRK	15	85
ENST00000332439.4	CYB5D1	24	96
ENST00000381273.3	MANSC4	0	0
ENST00000236342.11	DHDDS	21	134
ENST00000546500.5	HNRNPA1	1702	10631
ENST00000301012.7	MVD	55	286
ENST00000338483.6	MAFF	0	2
ENST00000269445.10	DYM	23	160
ENST00000490035.6	LSAMP	4	12
ENST00000253754.7	PDLIM4	15	72
ENST00000457010.6	ARMC5	31	158
ENST00000311111.10	RPL38	943	6076
ENST00000314251.7	SLC2A2	0	0
ENST00000243997.7	ATP5E	93	536
ENST00000219299.8	CCDC113	7	31
ENST00000537097.1	GPRASP1	0	4
ENST00000334529.9	BTLA	0	0
ENST00000308521.9	APOBEC3F	3	27
ENST00000380310.6	FBXL19	15	101
ENST00000262055.8	LETMD1	17	131
ENST00000625842.2	VPS8	17	139
ENST00000326431.3	TMIE	0	0
ENST00000373874.6	TGIF2	19	126
ENST00000296577.8	ABCE1	232	1395
ENST00000420581.6	LMOD3	0	0
ENST00000269305.8	TP53	142	952
ENST00000373542.8	PHKA1	50	322
ENST00000368171.3	CD1D	0	9
ENST00000298110.1	GPR101	0	0
ENST00000221930.5	TGFB1	12	88
ENST00000284881.8	C21orf91	6	92
ENST00000434526.6	SUMF2	64	392
ENST00000203556.8	GMIP	5	17
ENST00000418967.6	CYP21A2	0	0
ENST00000555099.1	OR4C13	0	0
ENST00000615984.4	METTL23	12	55
ENST00000598234.5	AC099489.1	1	7
ENST00000407689.7	CASTOR1	0	14
ENST00000312838.8	RNF166	10	75
ENST00000372336.3	ZCCHC24	4	38
ENST00000397677.5	CHMP7	33	233
ENST00000391750.5	LILRB3	0	1
ENST00000408934.1	PRR21	0	0
ENST00000373574.1	WDR38	0	0
ENST00000415431.5	FBP1	1	2
ENST00000356873.7	FAM163B	0	0
ENST00000532205.5	ZNF707	12	55
ENST00000557016.5	ERH	304	2056
ENST00000371113.8	OCRL	63	400
ENST00000264784.7	SLC2A9	0	0
ENST00000329800.7	TMCC2	0	0
ENST00000280190.8	WDR17	8	69
ENST00000368378.7	THBS3	3	4
ENST00000392647.6	KLHL23	50	435
ENST00000551018.5	PFDN5	205	1139
ENST00000590474.5	MAP2K6	4	53
ENST00000509479.6	MAML3	2	8
ENST00000557284.6	FPGT-TNNI3K	4	33
ENST00000373655.6	ADGRB2	1	21
ENST00000266581.4	AMIGO2	1	2
ENST00000587250.3	RND2	13	66
ENST00000458549.6	TMEM64	8	34
ENST00000366654.4	FAM89A	13	97
ENST00000330943.8	SNX20	0	1
ENST00000319942.7	RABGGTB	111	662
ENST00000265634.3	NPTX2	7	123
ENST00000623787.3	TRIM49D2	0	1
ENST00000619466.2	HIST1H2BH	59	435
ENST00000334266.1	TAS2R42	0	0
ENST00000536438.5	FKBP5	76	444
ENST00000376191.2	MCCD1	0	0
ENST00000317869.6	HNRNPCL1	126	564
ENST00000368285.7	SEMA4A	0	2
ENST00000382142.7	MTMR12	16	91
ENST00000372577.2	NUP188	257	1710
ENST00000351513.6	DPYS	0	0
ENST00000393931.7	JUP	66	461
ENST00000336735.8	SEL1L	35	230
ENST00000457543.3	ZNF853	0	2
ENST00000409105.5	MCFD2	45	264
ENST00000266458.9	GABARAPL1	16	64
ENST00000317814.8	HES7	0	0
ENST00000504986.5	TMEM33	134	830
ENST00000233156.8	TFPI	2	26
ENST00000375394.6	SKIV2L	20	220
ENST00000221086.7	MTMR9	6	61
ENST00000449264.2	TNF	0	1
ENST00000296326.7	ZDHHC19	0	0
ENST00000375602.1	XAGE1A	0	0
ENST00000275230.5	SLC2A12	1	8
ENST00000252951.2	HBZ	0	3
ENST00000396037.8	ST8SIA1	0	0
ENST00000369797.7	PDCD11	119	831
ENST00000366669.8	COG2	65	545
ENST00000360085.6	PYY	0	1
ENST00000377223.5	LZIC	23	148
ENST00000637513.1	TNFAIP8L3	0	1
ENST00000013070.10	UBR7	33	312
ENST00000263409.8	LIFR	7	74
ENST00000320955.7	SPTBN5	0	0
ENST00000400085.7	ZNF705D	0	0
ENST00000540393.6	RAP1GAP2	7	66
ENST00000392770.6	SCN3B	0	3
ENST00000451321.6	INTS12	15	155
ENST00000293677.10	RAVER1	164	1064
ENST00000371899.8	SLC2A6	7	39
ENST00000315190.3	SERTM1	0	3
ENST00000351578.10	FYB1	0	0
ENST00000333467.3	APOBEC3B	1	15
ENST00000344651.4	UNC119B	33	211
ENST00000311550.9	GABRB3	5	0
ENST00000395889.6	TEX11	0	0
ENST00000251607.10	TRNT1	7	98
ENST00000393752.2	DRD1	0	0
ENST00000322428.9	MAF1	24	190
ENST00000374050.3	ATP6V1G1	123	722
ENST00000258042.1	NMBR	0	0
ENST00000266517.8	ETNK1	80	586
ENST00000344519.8	ZNF66	1	11
ENST00000355832.9	ERCC6	30	157
ENST00000306534.7	ROBO4	0	0
ENST00000341318.8	KAT5	53	341
ENST00000359904.7	AMZ2	25	181
ENST00000243457.3	KCNJ2	0	2
ENST00000274376.10	RASA1	19	112
ENST00000432825.6	FBXO10	13	68
ENST00000585482.5	SARM1	11	80
ENST00000303887.9	MCM7	889	5423
ENST00000377921.7	RSU1	71	470
ENST00000578921.5	RAB31	2	46
ENST00000283474.11	UBALD1	28	247
ENST00000597595.5	GMFG	1	7
ENST00000357901.4	ZNF441	1	12
ENST00000357814.7	NAT9	20	117
ENST00000356495.4	PIGR	0	0
ENST00000389044.8	TRIP12	119	782
ENST00000538862.6	CDCA3	49	336
ENST00000373166.7	TRAPPC3	52	388
ENST00000527524.7	GRIK4	0	2
ENST00000368575.3	RAB13	59	333
ENST00000262646.11	RAB2A	53	382
ENST00000295304.4	CHAC2	33	163
ENST00000375128.4	XPA	21	168
ENST00000371208.3	HOOK1	29	139
ENST00000256194.8	MICAL2	5	37
ENST00000372569.7	CRIP3	1	12
ENST00000381808.7	SDCBP2	0	1
ENST00000402321.5	GAL3ST1	1	16
ENST00000357618.9	HFE	0	2
ENST00000554684.5	PPP4R3A	55	298
ENST00000373114.4	KLHL4	0	1
ENST00000267750.8	EMC4	62	381
ENST00000356458.6	EML6	5	23
ENST00000367819.2	XCL2	0	0
ENST00000358666.7	UBL5	176	817
ENST00000221466.9	FCGRT	10	80
ENST00000290541.6	PSMB4	482	3119
ENST00000412389.5	ACHE	0	3
ENST00000315144.14	FLAD1	37	331
ENST00000328902.9	GIMAP6	0	0
ENST00000310053.9	HLTF	132	875
ENST00000281092.8	FER	15	120
ENST00000602548.2	CENPVL1	0	2
ENST00000299886.8	COG1	26	219
ENST00000370695.7	SLC9A6	15	89
ENST00000287078.6	TYSND1	34	158
ENST00000355710.7	RET	1	8
ENST00000371443.5	MRPL41	101	645
ENST00000493901.5	MAP3K6	8	61
ENST00000504988.1	EPPIN-WFDC6	0	0
ENST00000317658.4	CAPZA3	0	0
ENST00000240423.8	NCAPH	120	778
ENST00000320356.6	EZH2	62	409
ENST00000335754.7	ACTR8	66	391
ENST00000433030.3	CT47A1	0	0
ENST00000565886.1	TGFBR3L	0	2
ENST00000369183.8	FAM204A	22	133
ENST00000279178.3	SLC22A9	0	0
ENST00000371026.7	WDR78	0	7
ENST00000335247.11	CYP27C1	6	17
ENST00000358776.6	ACADSB	29	166
ENST00000367816.5	ATP1B1	25	128
ENST00000354883.10	SLC25A26	12	76
ENST00000342228.7	SLC20A2	8	58
ENST00000235382.6	RGS2	10	53
ENST00000640961.1	ELP4	27	235
ENST00000367568.4	STX11	1	1
ENST00000290295.7	HOXB13	8	52
ENST00000616316.1	IFITM2	10	50
ENST00000342745.4	SUSD6	3	40
ENST00000316549.10	SLC9A9	3	11
ENST00000261867.4	SLC30A4	2	12
ENST00000314980.4	LGALS7B	0	0
ENST00000378062.5	NDP	0	0
ENST00000217958.7	PSMD10	128	788
ENST00000219070.8	MMP2	3	26
ENST00000357641.10	BRPF3	38	263
ENST00000282561.3	GJA1	85	523
ENST00000259486.10	ENPP2	8	31
ENST00000298125.6	WDFY2	3	35
ENST00000340370.10	DOCK7	58	390
ENST00000308906.6	LKAAEAR1	0	1
ENST00000270172.7	DNMT3L	0	0
ENST00000252506.10	GADD45G	0	4
ENST00000225724.9	GOSR1	40	182
ENST00000562336.5	COX4I1	507	3042
ENST00000358290.8	HSD17B11	19	127
ENST00000369949.8	C1orf194	0	0
ENST00000537098.7	CMIP	24	190
ENST00000375136.7	NBL1	2	18
ENST00000391353.1	KRTAP29-1	0	1
ENST00000249071.10	RAC2	0	7
ENST00000303375.9	MRC2	14	143
ENST00000292616.9	LRWD1	91	522
ENST00000423557.1	IL10	0	0
ENST00000373674.3	PI16	0	1
ENST00000245503.9	MYH2	0	0
ENST00000371116.3	FOXD3	5	17
ENST00000368408.3	EFNA3	2	14
ENST00000341376.10	NFYA	74	379
ENST00000261196.6	SLCO1B3	0	0
ENST00000315684.12	CTC1	10	43
ENST00000318471.4	PEX7	7	87
ENST00000247833.11	RAB3IP	5	67
ENST00000311034.6	NPAS4	0	0
ENST00000331982.5	IFNL2	0	0
ENST00000238823.12	FAM98A	142	811
ENST00000242351.9	ZC3HAV1	83	572
ENST00000618958.1	HIST1H2AK	100	744
ENST00000401061.8	MMACHC	38	246
ENST00000610772.4	MROH2A	0	0
ENST00000388922.8	ACVRL1	0	3
ENST00000373602.9	CCDC28B	20	175
ENST00000296277.8	RPL39L	117	608
ENST00000215812.8	SEC14L3	0	0
ENST00000328379.5	PTRHD1	33	274
ENST00000452123.3	PRR20D	0	0
ENST00000368494.3	NUS1	38	298
ENST00000350221.3	FSIP1	1	3
ENST00000304363.8	KMT5B	26	163
ENST00000390673.2	TAS2R19	0	0
ENST00000540052.5	BCORL1	46	356
ENST00000344229.7	RNF13	15	106
ENST00000590089.5	ZNF226	3	27
ENST00000343484.9	TCEA2	2	75
ENST00000587652.5	GCOM1	3	33
ENST00000536551.5	STMND1	0	6
ENST00000322107.1	OR10H4	0	0
ENST00000299213.9	LARP6	15	80
ENST00000301039.6	PROCA1	0	6
ENST00000502773.5	PDGFC	8	21
ENST00000618634.2	FIGNL2	0	0
ENST00000618449.4	CPEB1	1	9
ENST00000253108.8	EIF3G	302	1907
ENST00000470360.5	SLC7A2	39	225
ENST00000371470.7	MAGOH	98	635
ENST00000641125.1	OR2Z1	0	0
ENST00000293695.7	SYCE2	4	9
ENST00000346169.6	EIF4G1	722	4621
ENST00000265132.7	AMBP	0	0
ENST00000258459.11	ANKRD36B	3	18
ENST00000642080.1	OR10J1	0	0
ENST00000361735.3	METTL13	82	539
ENST00000396872.7	SLC29A4	6	22
ENST00000370742.3	ADGRL4	0	0
ENST00000323571.8	WIPF2	24	129
ENST00000370467.7	FMR1NB	0	0
ENST00000263266.3	FAM83E	0	0
ENST00000312234.6	EIF1AD	27	166
ENST00000393190.4	NME2	373	2610
ENST00000456936.3	TMED7	31	178
ENST00000451127.2	TEX22	0	5
ENST00000334708.3	SERPINA11	0	0
ENST00000367609.7	ADGRG6	0	12
ENST00000278823.6	MTA2	227	1482
ENST00000316052.5	EXOSC4	95	629
ENST00000508239.1	AC112484.1	0	0
ENST00000409379.7	TONSL	13	112
ENST00000260257.8	FDXACB1	9	47
ENST00000295113.4	FRZB	0	0
ENST00000371601.4	NPDC1	30	195
ENST00000425241.5	NR2C2	27	82
ENST00000349459.10	PELI3	1	35
ENST00000313478.11	TRPM7	18	143
ENST00000421798.4	PNMA6A	15	113
ENST00000377782.7	TNFRSF25	0	0
ENST00000359534.3	KCNK5	14	37
ENST00000526627.1	SMIM3	1	8
ENST00000316519.10	AACS	28	165
ENST00000313965.3	TEX44	0	0
ENST00000234816.6	ANGPTL1	0	0
ENST00000296877.2	LEAP2	0	0
ENST00000040663.7	MRI1	89	505
ENST00000260247.9	DCUN1D5	77	468
ENST00000409446.7	PTGES3L	2	3
ENST00000565488.5	SLC25A24	31	245
ENST00000641268.1	OR2T35	0	0
ENST00000054666.10	VAMP3	51	268
ENST00000233826.3	KCNJ13	0	0
ENST00000338257.12	MYO1F	2	6
ENST00000356386.6	BTN3A2	3	14
ENST00000422514.6	RPL23A	1980	13476
ENST00000481909.1	C10orf88	7	72
ENST00000265073.8	SUB1	224	1334
ENST00000225719.8	CPD	87	519
ENST00000369748.8	CHI3L2	0	0
ENST00000399793.6	RETREG1	1	12
ENST00000278833.3	ROM1	1	5
ENST00000314520.4	MKRN3	1	2
ENST00000274766.1	KAAG1	0	0
ENST00000449592.6	TMEM120B	11	111
ENST00000428670.7	ATP2B1	58	450
ENST00000345034.1	RSC1A1	1	2
ENST00000340333.7	ALG1L	10	53
ENST00000301408.6	CGB5	0	0
ENST00000248958.4	SDF2L1	64	286
ENST00000369500.3	MAB21L3	0	0
ENST00000332715.5	URAD	0	0
ENST00000589057.5	APOC4-APOC2	0	0
ENST00000261799.8	PDGFRB	0	2
ENST00000394203.7	SCOC	27	201
ENST00000298292.12	DNAAF2	22	177
ENST00000334109.3	KRTAP9-4	0	0
ENST00000333383.7	NPB	0	0
ENST00000369729.7	SFR1	9	53
ENST00000366609.3	IRF2BP2	126	873
ENST00000613509.1	ZNF48	22	136
ENST00000267425.7	NOP9	48	323
ENST00000251968.3	TSG101	73	455
ENST00000341285.7	FBXL5	17	101
ENST00000371733.7	EPS15	42	291
ENST00000252242.8	KRT5	0	0
ENST00000218075.8	GLRA2	0	0
ENST00000290722.1	PGLYRP3	0	0
ENST00000295208.6	ZNF514	2	11
ENST00000268711.3	MED9	8	70
ENST00000255381.2	MYH4	0	0
ENST00000302649.3	TRH	0	0
ENST00000264824.4	LYL1	0	0
ENST00000392533.7	TAOK3	3	67
ENST00000435064.5	INTS11	60	350
ENST00000332043.1	OR51J1	0	0
ENST00000367080.7	PFKFB2	15	66
ENST00000329841.9	ALDH1A3	3	14
ENST00000282728.9	HHEX	6	25
ENST00000520347.5	ZNF706	27	213
ENST00000588831.5	LRFN3	3	42
ENST00000299608.6	TMX3	17	153
ENST00000396505.6	DKK3	0	2
ENST00000233838.8	GGCX	43	318
ENST00000292169.5	S100A1	0	3
ENST00000242729.6	SSPN	0	4
ENST00000264316.8	TXK	0	1
ENST00000237275.8	ZC2HC1B	0	0
ENST00000279242.6	MRPL49	54	322
ENST00000313624.11	EPSTI1	0	2
ENST00000367249.8	CYB5R1	10	150
ENST00000250457.7	EGLN3	13	93
ENST00000532870.5	TAGLN	0	10
ENST00000202017.5	PDRG1	10	128
ENST00000290219.10	IFNGR2	2	37
ENST00000348428.7	MALT1	17	65
ENST00000263955.8	STK17B	14	104
ENST00000429711.6	RPL32	1284	8947
ENST00000287590.5	B3GNT7	0	1
ENST00000377044.8	TMEM2	18	57
ENST00000343820.9	TGIF1	7	28
ENST00000326724.8	AATK	1	1
ENST00000641649.1	OR2L3	0	0
ENST00000250916.5	KLF16	42	293
ENST00000347898.7	SLC5A11	0	0
ENST00000009530.11	CD74	0	1
ENST00000261168.8	ATF7IP	108	563
ENST00000622421.2	PRAMEF5	0	0
ENST00000243056.4	HOXC13	10	74
ENST00000619721.5	MFRP	0	0
ENST00000316737.5	TSPAN16	0	0
ENST00000178640.9	MAP2K5	11	58
ENST00000314556.3	TPD52L3	0	0
ENST00000391413.3	KRTAP4-11	0	0
ENST00000261275.4	FAM189A1	0	0
ENST00000530406.6	NOX5	0	0
ENST00000273480.3	RNF7	17	212
ENST00000343516.7	CASKIN1	2	4
ENST00000376238.4	SLC28A3	0	0
ENST00000336812.4	DHX15	372	2481
ENST00000392701.7	GALNT3	1	5
ENST00000325602.5	P2RY13	0	0
ENST00000369400.1	ADAM30	0	0
ENST00000430325.6	CNTD2	0	0
ENST00000430889.2	HOXC4	5	35
