tx_id	gene_name	NEBNext_20_34	undepleted_20_34	NEBNext_20_60	undepleted_20_60
ENST00000456951.5	TSGA13	0	0	0	0
ENST00000284073.6	MSI2	16	4	11	1
ENST00000264474.3	CSTA	0	0	0	0
ENST00000297770.9	CPA6	0	0	0	0
ENST00000359322.4	MYOZ1	0	0	0	0
ENST00000305786.6	CYCS	281	146	123	38
ENST00000381032.5	VCX3B	1	1	0	0
ENST00000374168.6	RPS6KA1	22	8	18	0
ENST00000360614.7	LONP1	88	46	52	9
ENST00000039989.8	TTC17	36	15	16	2
ENST00000265807.7	SH2D4A	0	0	0	0
ENST00000378825.4	CCDC3	0	0	0	0
ENST00000341016.4	HYPM	0	0	0	0
ENST00000328205.9	LIN9	9	8	11	2
ENST00000376840.8	TBC1D8	0	0	0	1
ENST00000273951.12	GC	0	0	0	0
ENST00000542570.5	TOP3A	14	3	6	3
ENST00000262746.5	PRDX1	390	207	174	56
ENST00000370902.7	EXOSC1	25	9	8	1
ENST00000254663.10	SCLY	2	1	2	1
ENST00000441463.2	PDK3	0	0	0	0
ENST00000403299.5	CARD10	0	0	1	0
ENST00000296736.3	TIGD6	6	1	3	0
ENST00000264501.8	KIAA1109	5	1	2	1
ENST00000331327.4	PURA	10	7	6	1
ENST00000156626.11	ST6GALNAC1	18	7	5	1
ENST00000283635.7	CD8A	0	0	0	0
ENST00000338305.6	LRFN2	0	0	0	0
ENST00000282466.3	IGSF10	0	0	0	0
ENST00000447346.6	IL31RA	0	0	0	0
ENST00000434316.6	TMCO3	14	2	3	2
ENST00000550708.1	OR11H12	0	0	0	0
ENST00000360358.3	OR2W3	0	0	0	0
ENST00000289361.10	BTN3A1	3	1	0	0
ENST00000266987.6	TARBP2	12	3	3	1
ENST00000176643.10	ALDH3A2	0	0	0	0
ENST00000417209.2	RGS21	0	0	0	0
ENST00000333634.8	SH3BGR	3	0	2	0
ENST00000526683.5	PUF60	113	49	61	15
ENST00000283357.9	FAM81B	0	0	0	0
ENST00000417314.2	KBTBD8	7	2	1	0
ENST00000359314.5	CD2AP	32	7	12	0
ENST00000447370.6	SIGLEC11	0	0	0	0
ENST00000335135.8	GATA4	0	0	0	0
ENST00000395065.7	NXF3	1	1	0	0
ENST00000368911.7	CDK19	1	0	1	0
ENST00000420175.2	ASB10	0	0	0	0
ENST00000280097.4	HNMT	0	0	1	1
ENST00000247270.3	EVI2A	0	0	0	0
ENST00000305866.9	VPS50	7	7	5	1
ENST00000602662.1	MINOS1-NBL1	0	0	0	0
ENST00000326639.10	LARP1B	0	7	2	0
ENST00000368195.3	INSRR	0	0	0	0
ENST00000257552.6	MSI1	0	0	0	0
ENST00000326621.9	VSIG2	0	0	0	0
ENST00000374642.7	C1QA	0	0	0	0
ENST00000389063.2	DCP2	21	16	3	7
ENST00000377721.3	KRTAP9-2	0	0	0	0
ENST00000573882.5	CARD14	0	0	0	0
ENST00000309668.2	INHBC	0	0	0	0
ENST00000258383.3	MRPL44	12	4	5	2
ENST00000240123.11	SORBS3	4	1	1	0
ENST00000397501.5	PTK2B	24	9	13	5
ENST00000358739.4	HIST1H2AI	361	138	166	22
ENST00000308059.10	DLEC1	0	0	0	0
ENST00000216554.7	EIF5	80	45	34	9
ENST00000309042.11	REST	12	8	9	1
ENST00000357348.9	RTFDC1	69	19	21	9
ENST00000323030.5	DUOXA2	0	0	0	0
ENST00000366875.4	CCDC185	0	0	0	0
ENST00000389125.7	GRIK1	0	0	0	0
ENST00000381312.5	ADARB2	0	0	0	0
ENST00000329357.6	FAM47B	0	0	0	0
ENST00000556826.5	SLC35F4	0	0	0	0
ENST00000266395.2	PDE6H	0	0	0	0
ENST00000252011.7	DHX35	8	6	6	2
ENST00000368775.3	C1orf68	0	0	0	0
ENST00000613549.2	DOC2B	0	0	0	0
ENST00000591247.5	LSM12	35	17	23	2
ENST00000343796.6	NR3C1	9	2	3	2
ENST00000368905.8	SCNM1	14	10	10	1
ENST00000538986.1	TAS2R20	0	0	0	0
ENST00000525144.6	KIRREL3	0	0	0	0
ENST00000295006.5	CAPN2	96	36	39	8
ENST00000296350.9	MELTF	4	0	0	0
ENST00000263918.8	STRN	32	8	8	2
ENST00000409561.1	C2orf78	0	0	0	0
ENST00000361475.6	TGM2	28	17	9	4
ENST00000378106.9	NDUFAF5	10	3	7	0
ENST00000422081.6	AC244197.3	1	0	1	0
ENST00000398117.1	BCL2	0	0	0	0
ENST00000585580.3	TSSK6	0	0	0	0
ENST00000527729.5	CKLF-CMTM1	0	3	0	0
ENST00000556564.5	PTPN21	1	0	1	0
ENST00000360535.8	CLIP3	2	0	0	0
ENST00000311832.5	COMMD1	7	0	2	0
ENST00000367963.7	MOXD1	0	0	0	0
ENST00000312499.5	RMI2	12	4	17	3
ENST00000360840.9	MRPL37	63	34	37	11
ENST00000623063.3	ADSL	79	26	38	6
ENST00000335514.9	ATPIF1	213	43	69	12
ENST00000252835.4	OR11H1	0	0	0	0
ENST00000282251.9	CWF19L2	9	4	7	2
ENST00000370328.3	GABRE	1	1	2	0
ENST00000323853.9	SNRNP200	240	101	127	19
ENST00000377065.8	ZNF41	1	2	1	0
ENST00000373302.7	STXBP1	15	1	4	3
ENST00000397942.3	SOCS6	3	0	0	0
ENST00000584068.3	AC243756.1	44	12	10	1
ENST00000415259.5	TEX264	12	5	1	3
ENST00000302247.2	DEFB4A	0	0	0	0
ENST00000531499.2	GPR68	4	3	2	2
ENST00000595235.5	SSX4B	4	0	2	0
ENST00000315567.12	MRPL1	44	11	15	1
ENST00000370300.8	MTO1	26	11	13	2
ENST00000371311.4	CT47B1	0	0	0	0
ENST00000388822.9	METTL14	10	4	4	2
ENST00000294353.6	ZYG11B	6	2	3	3
ENST00000303415.7	SIRPG	0	0	0	0
ENST00000597410.1	AC003002.3	0	1	0	0
ENST00000248594.10	PTPN12	15	8	15	2
ENST00000233379.8	FAHD2A	33	3	6	0
ENST00000603357.2	TIGD2	8	0	2	0
ENST00000309950.7	DAPL1	0	0	0	0
ENST00000361243.6	AKAP13	0	0	0	0
ENST00000342868.6	BTNL3	0	0	0	0
ENST00000348925.2	ALDH5A1	7	8	5	0
ENST00000615853.1	H2AFB3	0	0	0	0
ENST00000306732.7	PITX2	0	0	0	0
ENST00000581193.5	MYL12B	183	72	82	19
ENST00000256379.9	MED6	37	7	7	3
ENST00000265018.3	FAM184B	0	0	0	0
ENST00000371804.3	IFIT1	0	0	0	0
ENST00000285871.4	CCDC146	0	0	0	0
ENST00000372972.6	CSTF2	40	36	30	11
ENST00000406246.7	RELA	31	13	22	2
ENST00000297107.10	GALNT10	9	5	7	1
ENST00000276659.9	RSPO2	0	0	0	0
ENST00000310127.10	ATP8B3	1	2	2	0
ENST00000317683.3	FBXO46	4	3	1	0
ENST00000378891.9	DVL1	8	6	4	0
ENST00000373024.7	INPP5B	20	10	12	2
ENST00000217246.8	MACROD2	0	0	0	0
ENST00000267814.13	SORD	45	18	22	3
ENST00000318312.11	BBS1	4	0	0	0
ENST00000357324.10	ATP13A1	40	16	15	2
ENST00000393459.5	SFXN3	0	0	0	0
ENST00000368226.8	PTPRK	0	0	0	0
ENST00000262039.8	PIK3C3	25	15	6	1
ENST00000567109.5	CDH13	0	0	0	0
ENST00000332281.5	SNAI3	0	0	0	0
ENST00000392481.6	RFC4	35	32	17	10
ENST00000398988.7	KSR1	8	4	2	0
ENST00000311481.10	RAB1B	74	23	27	7
ENST00000315660.8	TSC22D3	0	0	0	0
ENST00000378669.5	COX7A2L	81	18	27	3
ENST00000254810.8	H3F3B	158	81	82	22
ENST00000266037.9	DOCK3	0	0	0	0
ENST00000263045.8	CRISP3	0	0	0	0
ENST00000511600.5	RNF4	15	5	3	1
ENST00000204517.10	TFAP4	15	5	6	3
ENST00000272217.6	ARL8A	6	1	1	0
ENST00000305031.4	CHSY3	0	0	0	0
ENST00000409978.5	ARHGEF33	0	0	0	0
ENST00000336458.12	EIF5A	186	117	83	20
ENST00000377009.7	CST11	0	0	0	0
ENST00000309384.2	KLRC4	0	0	0	0
ENST00000306801.7	RPTOR	19	9	8	1
ENST00000357396.7	CEACAM3	0	0	0	0
ENST00000276480.11	ST18	0	0	0	0
ENST00000511568.1	USP17L17	0	0	0	0
ENST00000357037.5	CAVIN1	113	51	47	9
ENST00000369872.3	SYPL2	1	0	0	0
ENST00000244571.4	AARS2	25	8	3	4
ENST00000295628.3	LRRC58	11	8	3	0
ENST00000282406.8	PLEKHH2	0	0	0	0
ENST00000287239.8	KAT6B	4	1	0	0
ENST00000251241.8	DHX40	18	9	9	1
ENST00000265348.7	CUL7	16	1	3	2
ENST00000357731.9	NEGR1	0	0	0	0
ENST00000309017.7	PTPN7	46	22	19	5
ENST00000376752.8	PCSK5	0	0	0	0
ENST00000261070.6	COX17	7	4	1	2
ENST00000241436.8	POLK	2	4	2	2
ENST00000265616.9	UBXN8	8	5	3	1
ENST00000262644.8	IMPAD1	12	6	6	5
ENST00000290765.8	GSTT2B	0	0	0	0
ENST00000617428.2	AC008878.3	5	1	2	0
ENST00000259963.3	FAM8A1	8	6	14	0
ENST00000440960.5	PRELID3A	0	0	1	0
ENST00000570137.6	CDYL2	0	0	0	0
ENST00000611905.1	CCL16	0	0	0	0
ENST00000406323.3	ZNRF3	2	0	2	0
ENST00000392456.3	CCDC50	23	14	13	2
ENST00000377326.7	MEN1	20	15	6	5
ENST00000296597.9	NDUFAF2	16	7	5	2
ENST00000282091.5	PTH	0	0	0	0
ENST00000300026.3	PPIB	204	85	114	17
ENST00000392653.2	SPRR2A	0	0	0	0
ENST00000394836.6	RAB3IL1	6	10	1	0
ENST00000520727.5	ZFAT	4	0	0	1
ENST00000314669.9	SLC13A2	0	0	0	0
ENST00000242208.4	INHBA	0	0	0	0
ENST00000446488.7	NFRKB	14	2	5	0
ENST00000261489.6	TSC22D1	3	1	4	0
ENST00000604000.3	LIX1L	9	5	4	1
ENST00000299300.10	CCT2	262	107	111	36
ENST00000397068.7	ART5	0	0	0	0
ENST00000304743.6	PCNX1	0	0	0	0
ENST00000325844.8	MRPS11	23	14	9	3
ENST00000241416.11	ACVR2A	0	1	0	1
ENST00000368323.7	RIT1	1	4	3	1
ENST00000618116.4	OBP2B	0	0	0	0
ENST00000368149.2	ARHGAP18	29	16	9	5
ENST00000397056.1	HRH1	0	0	0	0
ENST00000417443.2	SMIM10L2A	0	0	0	0
ENST00000322349.12	EEA1	20	6	6	4
ENST00000341189.8	ARMCX3	10	6	3	1
ENST00000304771.7	MAP6	0	0	0	0
ENST00000563634.1	AC026464.3	1	2	1	0
ENST00000432920.2	AL117348.2	70	15	26	4
ENST00000322723.8	NCL	355	251	204	56
ENST00000299155.9	AMN	0	0	0	0
ENST00000320172.10	FAM46A	0	0	0	1
ENST00000360864.8	DNAJC5	10	9	7	3
ENST00000358117.9	MPPED2	0	0	0	0
ENST00000265322.7	PECR	1	0	0	0
ENST00000390649.7	NLRP5	0	0	0	0
ENST00000597630.2	AC010616.1	1	1	0	1
ENST00000353999.6	EIF4H	159	84	80	19
ENST00000333167.12	ACAA1	10	9	7	3
ENST00000263863.8	GNLY	0	0	0	0
ENST00000398514.7	DPYSL3	0	0	0	0
ENST00000375544.7	ASPN	0	0	0	0
ENST00000302513.6	C2orf15	0	0	0	0
ENST00000361528.8	CNOT4	14	8	5	0
ENST00000557008.2	BCL2L2-PABPN1	22	18	15	3
ENST00000342415.5	SNRNP48	9	3	2	0
ENST00000260970.7	PPIG	32	35	17	8
ENST00000320892.10	RNF144A	6	1	2	0
ENST00000358511.10	COL6A6	1	0	0	0
ENST00000373237.3	PSMB2	242	65	95	25
ENST00000305877.12	BCR	30	13	21	2
ENST00000368924.7	DDO	0	0	0	0
ENST00000360228.10	CACNA1A	0	0	0	0
ENST00000320065.1	OR2G2	0	0	0	0
ENST00000302909.3	KCNK3	0	0	0	0
ENST00000258062.9	REPS1	31	11	12	3
ENST00000343849.2	CAV3	0	0	0	0
ENST00000349938.8	ARMC9	1	0	0	0
ENST00000328046.8	KLHL15	12	4	4	2
ENST00000406797.5	PRKAR1B	5	2	2	1
ENST00000549396.5	PPFIA2	0	0	0	0
ENST00000072869.8	ADCK2	3	3	4	0
ENST00000288723.8	RAB28	0	0	1	0
ENST00000556492.5	NAA30	3	3	1	1
ENST00000263066.10	LDB3	0	0	0	0
ENST00000539261.5	MGP	0	0	0	0
ENST00000371226.7	OMA1	20	5	2	1
ENST00000595042.5	FPR1	0	0	0	0
ENST00000525621.5	TYK2	12	7	8	1
ENST00000256689.9	SLC38A2	64	23	31	9
ENST00000323346.9	SLC17A8	0	0	0	0
ENST00000526793.5	KBTBD3	1	1	2	0
ENST00000524542.2	AC018793.4	0	0	0	0
ENST00000439435.2	FGF16	0	0	0	0
ENST00000615966.1	HIST1H2BB	30	10	14	8
ENST00000382828.2	KRTAP20-4	0	0	0	0
ENST00000355070.6	BBS9	0	0	0	1
ENST00000530810.1	OR52B2	0	0	0	0
ENST00000349048.8	PFKL	88	38	45	7
ENST00000325006.7	AHCYL2	2	2	1	0
ENST00000292363.9	RNF126	20	10	10	3
ENST00000511455.6	ANKRD13D	1	0	0	0
ENST00000400100.5	SNRPN	0	2	0	1
ENST00000636849.1	UMAD1	3	1	2	1
ENST00000335251.10	INTU	2	1	1	0
ENST00000379245.8	FEZ2	13	6	2	2
ENST00000341415.2	IGFL3	0	0	0	0
ENST00000361115.4	CCL28	0	0	0	0
ENST00000526136.1	PCDHA2	0	0	0	0
ENST00000317746.2	UGT2B17	0	0	0	0
ENST00000429354.3	AC018755.2	0	0	0	0
ENST00000475668.6	MGAM	0	0	0	0
ENST00000318682.10	EIF4E1B	0	0	0	0
ENST00000381394.8	MBD3L4	0	0	0	0
ENST00000498165.5	PPM1L	0	0	0	0
ENST00000216038.5	RTCB	68	26	33	13
ENST00000342694.6	NPR2	0	0	0	0
ENST00000334166.8	LYPD6	0	0	0	0
ENST00000261208.7	HAL	0	0	0	0
ENST00000261918.8	SEMA7A	7	1	2	0
ENST00000361256.9	SPOUT1	23	16	4	4
ENST00000367024.5	TRAF3IP3	0	0	0	0
ENST00000240922.7	NAA50	72	19	18	4
ENST00000380520.5	SERPINB6	58	37	32	7
ENST00000375765.4	DIRAS2	0	0	0	0
ENST00000641181.1	OR52N5	0	0	0	0
ENST00000410009.4	CD207	0	0	0	0
ENST00000341199.10	SIMC1	2	3	3	0
ENST00000389960.8	SYTL2	0	0	0	0
ENST00000632600.1	TEX13C	0	0	0	0
ENST00000373146.5	ST6GALNAC6	1	0	0	0
ENST00000397911.4	KRTAP10-9	0	0	0	0
ENST00000334274.8	TCP11L1	4	5	0	0
ENST00000302291.8	LUZP1	7	3	2	2
ENST00000379589.3	LHFPL6	0	0	0	0
ENST00000502492.5	SNF8	14	9	7	1
ENST00000612501.1	PPP1R9B	10	2	3	0
ENST00000281441.7	TMEM45B	0	0	0	0
ENST00000367459.7	RGS1	0	0	0	0
ENST00000378397.1	OR5L2	0	0	0	0
ENST00000393382.7	TTLL6	0	0	0	0
ENST00000203630.9	MLF2	52	19	24	4
ENST00000397195.9	PAFAH1B1	22	20	21	3
ENST00000374839.7	ZC4H2	0	0	1	0
ENST00000416321.5	DEPDC4	3	0	2	0
ENST00000258739.8	KDELR2	74	24	28	1
ENST00000376495.4	OTUD1	0	0	0	0
ENST00000525123.5	AGBL2	0	0	0	0
ENST00000286298.4	SLC26A2	5	2	6	0
ENST00000392006.7	HNRNPUL1	71	38	48	13
ENST00000300215.7	EPB42	2	0	1	0
ENST00000375471.4	PADI1	0	0	0	0
ENST00000536498.5	SEBOX	0	0	0	0
ENST00000366872.9	CAPN8	1	0	1	0
ENST00000264187.6	NID1	0	0	0	0
ENST00000359263.8	MYOF	0	0	0	0
ENST00000513610.5	MYO10	0	0	0	0
ENST00000398138.4	RDH16	0	0	0	0
ENST00000397659.8	TCTN1	1	0	0	0
ENST00000355947.6	TRIM4	9	8	11	0
ENST00000359651.7	ELF3	0	0	0	0
ENST00000264883.7	NUP54	48	16	17	1
ENST00000474889.5	PTPRG	0	0	0	0
ENST00000272438.8	TEX261	6	4	0	0
ENST00000451024.4	NKX1-2	0	0	0	0
ENST00000245934.11	SYMPK	42	28	28	4
ENST00000411948.6	COX20	9	11	5	6
ENST00000328879.8	KLHL22	2	2	2	0
ENST00000360315.7	GATAD2A	29	20	18	5
ENST00000342932.7	PPCDC	4	1	0	0
ENST00000342213.2	CLEC14A	0	0	0	0
ENST00000392750.6	PDCD10	71	29	22	7
ENST00000273359.7	ABHD10	6	1	9	0
ENST00000269980.6	BCKDHA	4	4	7	3
ENST00000269919.10	PGPEP1	4	2	3	0
ENST00000276066.4	RAB41	0	0	0	0
ENST00000350027.8	TAF1A	5	1	3	0
ENST00000359801.7	SIRPB2	0	0	0	0
ENST00000253807.2	PCDHAC1	0	0	0	0
ENST00000338222.6	UBQLN2	20	11	11	3
ENST00000283033.9	TXNDC11	9	5	0	1
ENST00000344063.6	RPL28	502	315	206	71
ENST00000221742.7	SLC1A6	0	0	0	0
ENST00000409998.5	CALCRL	0	0	0	0
ENST00000335968.7	TARSL2	8	1	1	0
ENST00000548198.5	DTX3	0	0	0	0
ENST00000602390.5	COMMD3-BMI1	16	12	5	2
ENST00000529803.1	OMP	0	0	0	0
ENST00000165524.1	PRLH	0	0	0	0
ENST00000393140.5	PRIMA1	0	0	0	0
ENST00000306024.3	LSM3	46	32	14	4
ENST00000321660.1	GJD4	0	0	0	0
ENST00000251595.10	HBA2	319	189	142	54
ENST00000245960.9	CDC25B	8	11	13	2
ENST00000350427.4	C7orf25	1	3	0	2
ENST00000300176.8	AGFG2	3	2	4	0
ENST00000517876.5	CNOT8	15	10	10	5
ENST00000330828.2	C12orf60	5	0	1	0
ENST00000389614.5	GPX2	0	0	0	0
ENST00000374811.7	LAS1L	81	25	43	9
ENST00000267549.4	GPR65	0	0	0	0
ENST00000210633.3	SEMA4G	2	1	0	0
ENST00000261183.7	OSBPL8	17	9	1	2
ENST00000284951.9	SEL1L2	0	0	0	0
ENST00000299174.9	PPP1R14D	0	0	0	0
ENST00000307630.4	YWHAG	110	71	36	11
ENST00000344420.9	SLC35F6	34	11	7	1
ENST00000405312.7	PSG4	0	0	0	0
ENST00000377115.4	FOXA2	1	0	1	0
ENST00000367922.7	DDR2	0	0	0	0
ENST00000355502.7	PDE4C	1	0	0	0
ENST00000637612.1	LINC00694	5	1	0	0
ENST00000332958.2	RFX6	0	0	0	0
ENST00000370445.4	BARHL2	0	0	0	0
ENST00000241453.11	FLT3	0	0	0	0
ENST00000320027.9	HSPH1	103	44	41	13
ENST00000253814.5	NDFIP1	40	29	13	6
ENST00000356595.8	PTGER3	7	1	4	0
ENST00000322897.10	NAPG	40	9	13	2
ENST00000622909.4	OFCC1	0	0	0	0
ENST00000396009.7	NFATC2	2	1	1	1
ENST00000399635.3	TSSK2	0	0	0	0
ENST00000614994.4	ZNF285	0	0	0	0
ENST00000410066.5	ZNF385B	0	0	0	0
ENST00000525428.5	CLNS1A	84	68	58	17
ENST00000399932.7	FAM234A	18	3	4	2
ENST00000493037.5	RUNDC3B	0	0	0	0
ENST00000394688.7	BRD7	8	11	10	1
ENST00000233840.3	NEU2	1	0	0	0
ENST00000357901.4	ZNF441	2	1	0	1
ENST00000311403.4	ZBTB4	1	0	1	0
ENST00000641359.1	AC097662.2	0	0	0	0
ENST00000403593.8	SDSL	3	1	1	0
ENST00000260227.4	MMP7	0	0	0	0
ENST00000619989.1	CCL3L3	0	0	0	0
ENST00000276416.10	BIN3	11	5	7	0
ENST00000409280.5	C7orf31	0	0	0	1
ENST00000008938.4	PGLYRP1	0	0	0	0
ENST00000295688.7	CCT3	462	193	208	46
ENST00000337132.9	NECAP2	26	12	9	2
ENST00000300605.10	HDHD2	11	3	12	1
ENST00000306901.8	CHRNA7	0	0	0	0
ENST00000390665.8_PAR_Y	PPP2R3B	1	0	2	0
ENST00000232501.7	NPRL2	11	2	7	2
ENST00000254043.7	KRT15	0	0	1	1
ENST00000402802.7	PDGFA	4	0	1	0
ENST00000366820.9	LEFTY2	0	0	0	0
ENST00000287437.7	NSMCE2	8	7	6	0
ENST00000281047.3	MSGN1	0	0	0	0
ENST00000327365.8	GGT5	0	0	0	0
ENST00000379509.7	LCLAT1	12	11	11	0
ENST00000428149.6	ALKBH8	7	1	3	1
ENST00000284061.7	DGKE	8	1	1	1
ENST00000394709.2	HSPA2	0	0	0	0
ENST00000378043.8	BEST1	0	0	0	0
ENST00000518698.5	C8orf34	0	0	0	0
ENST00000234701.7	CLCA1	1	0	0	0
ENST00000376573.8	PIP4K2A	21	11	6	5
ENST00000261721.8	BTBD1	47	16	23	3
ENST00000397542.6	CDHR5	0	0	0	0
ENST00000262065.7	MMD	0	0	0	0
ENST00000627934.2	POM121	24	7	15	7
ENST00000388995.10	FAM83G	3	0	2	2
ENST00000380495.8	FAM57B	0	0	0	0
ENST00000272252.9	GALM	27	15	10	3
ENST00000252485.8	NECTIN2	21	12	8	2
ENST00000373519.1	PABPC1L2A	0	0	0	0
ENST00000432622.1	FAM229A	0	0	0	0
ENST00000397641.7	MORC2	16	8	16	4
ENST00000617999.4	UPK1A	0	0	0	0
ENST00000282849.9	ADAMTS18	0	0	0	0
ENST00000192788.5	UHRF1BP1	19	9	15	4
ENST00000458657.6	C1orf228	0	0	0	0
ENST00000444335.1	KRTAP21-3	0	0	0	0
ENST00000338641.8	NF2	3	2	3	0
ENST00000302955.10	DLG4	1	0	0	0
ENST00000209875.8	CBX5	29	17	13	7
ENST00000263991.9	EHBP1	7	1	4	1
ENST00000317268.7	SEPT4	0	0	0	0
ENST00000360121.4	SPN	160	48	91	8
ENST00000357277.7	REPS2	0	0	0	0
ENST00000262646.11	RAB2A	39	14	22	5
ENST00000322748.7	ZNF18	4	1	1	0
ENST00000320201.8	PITPNM2	1	2	0	0
ENST00000594199.2	SLC25A53	0	0	0	0
ENST00000526900.1	SAA2	0	0	0	0
ENST00000358130.6	HMGN5	10	12	8	3
ENST00000322246.4	DEFB112	0	0	0	0
ENST00000346279.3	XAGE3	0	0	0	0
ENST00000368685.5	SNAPIN	4	1	3	0
ENST00000640846.1	AC233724.21	0	0	0	0
ENST00000301686.12	METTL26	15	8	10	1
ENST00000641993.1	OR5M3	0	0	0	0
ENST00000274853.7	PPP1R18	8	11	6	1
ENST00000239451.6	SLC25A2	0	0	0	0
ENST00000418100.5	ZNF724	2	1	0	0
ENST00000395097.6	NR4A3	0	0	0	0
ENST00000334815.4	HPDL	0	0	0	0
ENST00000594710.1	ZNF728	1	1	3	0
ENST00000366667.4	AGT	0	0	0	0
ENST00000281474.9	BICD1	2	0	0	0
ENST00000382545.4	KCNA1	0	0	0	0
ENST00000349752.9	GALNT14	0	0	0	0
ENST00000342628.6	FOXM1	10	2	2	0
ENST00000261835.7	CYP46A1	0	0	0	0
ENST00000533448.1	CALCB	0	0	0	0
ENST00000374694.2	FZD8	3	0	1	0
ENST00000394481.5	FAM107A	0	0	0	0
ENST00000372923.7	DNM1	5	0	0	0
ENST00000396925.1	CLDN6	0	0	0	0
ENST00000293405.7	IZUMO2	0	0	0	0
ENST00000215115.4	BCL7C	14	4	7	0
ENST00000565365.1	TMEM249	0	0	0	0
ENST00000265440.11	TFEC	0	0	0	0
ENST00000289359.6	MITD1	11	3	8	0
ENST00000367630.8	VTA1	55	17	29	5
ENST00000374469.5	SVEP1	4	0	2	0
ENST00000245816.8	CLPP	22	19	14	2
ENST00000265881.9	REXO2	46	18	17	6
ENST00000288985.11	ERCC6L2	5	2	3	0
ENST00000185150.8	ERLEC1	11	5	6	1
ENST00000346027.9	TLK2	16	6	5	2
ENST00000373644.4	TET1	3	5	1	2
ENST00000586602.5	ZNF121	16	15	3	0
ENST00000371085.7	GNAS	171	77	65	18
ENST00000323588.8	PPM1M	1	3	0	0
ENST00000251020.8	SALL1	0	0	0	0
ENST00000378198.8	TDP2	41	17	18	1
ENST00000331302.11	RPH3AL	0	1	0	0
ENST00000398665.7	DOT1L	17	16	7	2
ENST00000374789.7	PARD3	0	2	1	0
ENST00000356166.10	FBRS	15	11	11	1
ENST00000275072.4	PM20D2	0	0	0	0
ENST00000367064.7	CD55	27	17	30	5
ENST00000223114.8	MOGAT3	0	0	0	0
ENST00000563588.5	PHKG2	4	4	6	1
ENST00000378166.8	CASK	1	0	0	0
ENST00000266085.6	TIMP3	0	0	0	0
ENST00000265732.9	RBM48	2	3	3	2
ENST00000280665.10	DCP1B	5	1	1	0
ENST00000247020.8	SDF2	20	6	7	3
ENST00000371172.7	OPALIN	0	0	0	0
ENST00000322301.4	OR7A5	0	0	0	0
ENST00000325752.7	TUBD1	16	4	2	2
ENST00000329805.5	MFSD6L	0	0	0	0
ENST00000490594.1	AC083800.1	0	0	0	0
ENST00000349015.7	ALDH3B2	0	0	0	0
ENST00000392518.8	CPT1C	0	0	0	0
ENST00000444643.6	DNAJB12	20	8	12	3
ENST00000239032.3	PRLHR	0	0	0	0
ENST00000264313.10	SLAIN2	11	5	12	0
ENST00000291442.3	NR2F6	14	5	8	0
ENST00000450295.5	SEMA4D	0	0	0	0
ENST00000598513.5	ZNF677	0	0	0	0
ENST00000276198.5	HTR2C	0	0	0	0
ENST00000475153.5	ZNF398	14	7	5	0
ENST00000525899.5	GJB7	0	0	0	0
ENST00000616365.1	HIST1H3I	9	3	6	1
ENST00000614302.4	ACSF3	3	3	3	1
ENST00000299275.10	PLEKHA5	5	1	2	1
ENST00000368605.2	FAM26F	0	0	0	0
ENST00000265651.7	FBXO3	45	13	30	4
ENST00000556883.1	MOAP1	2	0	1	0
ENST00000308227.2	RNASE8	0	0	0	0
ENST00000274625.5	FGF18	0	0	0	0
ENST00000306011.4	ATOH1	0	0	0	0
ENST00000373715.10	SRSF3	346	121	144	39
ENST00000534062.1	RTL1	0	0	0	0
ENST00000393366.6	ATP5G1	73	38	28	13
ENST00000274599.9	ZNF300	0	0	0	0
ENST00000249647.7	SNAP23	61	23	23	6
ENST00000379984.3	RS1	0	0	0	0
ENST00000409618.5	ATG9A	14	9	11	5
ENST00000536324.3	SP7	0	0	0	0
ENST00000369014.9	ENSA	48	35	23	9
ENST00000377386.7	TGOLN2	28	17	12	4
ENST00000448120.6	TULP3	5	0	3	0
ENST00000392769.6	CEP112	0	0	0	0
ENST00000261537.6	MIB1	14	10	5	6
ENST00000288602.10	BRAF	16	6	5	3
ENST00000641071.1	OR10AG1	0	0	0	0
ENST00000312865.10	MED25	49	21	22	1
ENST00000621053.1	AL021997.3	0	0	0	0
ENST00000336617.7	RNASEH2B	10	9	7	0
ENST00000378616.3	XK	1	2	1	0
ENST00000251453.7	RPS16	680	272	336	58
ENST00000357325.9	HDGF	64	44	31	12
ENST00000396212.6	CCP110	3	5	2	1
ENST00000243314.5	MAGEA9	30	15	13	2
ENST00000375905.8	ACBD5	5	5	2	1
ENST00000377658.8	KLHL21	34	14	10	7
ENST00000446526.7	PRPSAP1	24	8	14	0
ENST00000322623.9	RUVBL1	87	36	36	11
ENST00000223293.9	GIMAP2	0	0	0	0
ENST00000389061.9	SACM1L	44	17	14	6
ENST00000263846.8	SYT7	0	0	0	0
ENST00000253801.6	G6PC	0	0	0	0
ENST00000521315.5	SFTPC	0	0	0	0
ENST00000394052.4	KRT222	0	1	0	0
ENST00000350119.8	DOC2A	0	0	0	0
ENST00000371443.5	MRPL41	49	21	17	5
ENST00000456354.6	CATSPER4	0	0	0	0
ENST00000274712.7	ZMAT2	27	13	18	5
ENST00000600213.3	MTRNR2L12	0	0	0	0
ENST00000369929.8	OPN1MW2	0	0	0	0
ENST00000295542.5	DCST1	0	0	0	0
ENST00000316073.3	RPTN	0	0	0	0
ENST00000262613.9	SLC9A3R1	28	11	17	0
